CPT,LOCALITY,YEAR,COUNTY,ASC_BASE_AMOUNT,ASC_120PCT
20245,99,2024,AllOtherFL,1056.81,1268.17
20520,99,2024,AllOtherFL,133.48,160.18
20525,99,2024,AllOtherFL,1056.81,1268.17
20526,99,2024,AllOtherFL,41.65,49.98
20527,99,2024,AllOtherFL,44.09,52.91
20550,99,2024,AllOtherFL,27.05,32.46
20551,99,2024,AllOtherFL,27.05,32.46
20552,99,2024,AllOtherFL,25.55,30.66
20553,99,2024,AllOtherFL,29.8,35.76
20600,99,2024,AllOtherFL,26.45,31.74
20604,99,2024,AllOtherFL,45.62,54.74
20605,99,2024,AllOtherFL,27.05,32.46
20606,99,2024,AllOtherFL,48.04,57.65
20610,99,2024,AllOtherFL,31.61,37.93
20611,99,2024,AllOtherFL,52.9,63.48
20612,99,2024,AllOtherFL,35.27,42.32
20615,99,2024,AllOtherFL,152.64,183.17
20650,99,2024,AllOtherFL,1387.23,1664.68
20670,99,2024,AllOtherFL,623.7,748.44
20680,99,2024,AllOtherFL,1056.81,1268.17
20690,99,2024,AllOtherFL,4231.61,5077.93
20692,99,2024,AllOtherFL,7477.21,8972.65
20693,99,2024,AllOtherFL,3098.75,3718.5
20694,99,2024,AllOtherFL,748.02,897.62
20696,99,2024,AllOtherFL,10921.37,13105.64
20822,99,2024,AllOtherFL,748.02,897.62
20900,99,2024,AllOtherFL,4638.03,5565.64
20902,99,2024,AllOtherFL,3098.75,3718.5
20910,99,2024,AllOtherFL,297.55,357.06
20924,99,2024,AllOtherFL,3098.75,3718.5
20950,99,2024,AllOtherFL,333.33,400.0
20972,99,2024,AllOtherFL,3098.75,3718.5
20973,99,2024,AllOtherFL,3098.75,3718.5
21501,99,2024,AllOtherFL,1056.81,1268.17
21550,99,2024,AllOtherFL,623.7,748.44
21556,99,2024,AllOtherFL,1056.81,1268.17
21600,99,2024,AllOtherFL,3098.75,3718.5
21820,99,2024,AllOtherFL,111.72,134.06
21930,99,2024,AllOtherFL,623.7,748.44
21931,99,2024,AllOtherFL,623.7,748.44
22102,99,2024,AllOtherFL,3098.75,3718.5
22310,99,2024,AllOtherFL,111.72,134.06
22510,99,2024,AllOtherFL,1387.23,1664.68
22511,99,2024,AllOtherFL,1387.23,1664.68
22513,99,2024,AllOtherFL,3098.75,3718.5
22514,99,2024,AllOtherFL,3098.75,3718.5
22551,99,2024,AllOtherFL,8096.33,9715.6
22554,99,2024,AllOtherFL,7931.36,9517.63
22612,99,2024,AllOtherFL,12350.37,14820.44
22856,99,2024,AllOtherFL,12045.42,14454.5
22867,99,2024,AllOtherFL,12852.47,15422.96
22869,99,2024,AllOtherFL,9591.99,11510.39
23000,99,2024,AllOtherFL,1056.81,1268.17
23020,99,2024,AllOtherFL,1387.23,1664.68
23030,99,2024,AllOtherFL,1056.81,1268.17
23031,99,2024,AllOtherFL,1056.81,1268.17
23035,99,2024,AllOtherFL,748.02,897.62
23040,99,2024,AllOtherFL,1387.23,1664.68
23044,99,2024,AllOtherFL,1387.23,1664.68
23071,99,2024,AllOtherFL,623.7,748.44
23073,99,2024,AllOtherFL,1056.81,1268.17
23075,99,2024,AllOtherFL,623.7,748.44
23076,99,2024,AllOtherFL,1056.81,1268.17
23101,99,2024,AllOtherFL,1387.23,1664.68
23105,99,2024,AllOtherFL,3098.75,3718.5
23120,99,2024,AllOtherFL,1387.23,1664.68
23130,99,2024,AllOtherFL,1387.23,1664.68
23140,99,2024,AllOtherFL,1387.23,1664.68
23150,99,2024,AllOtherFL,1387.23,1664.68
23156,99,2024,AllOtherFL,3098.75,3718.5
23180,99,2024,AllOtherFL,3098.75,3718.5
23182,99,2024,AllOtherFL,3098.75,3718.5
23333,99,2024,AllOtherFL,1056.81,1268.17
23397,99,2024,AllOtherFL,3098.75,3718.5
23405,99,2024,AllOtherFL,3098.75,3718.5
23406,99,2024,AllOtherFL,3098.75,3718.5
23410,99,2024,AllOtherFL,3098.75,3718.5
23412,99,2024,AllOtherFL,3098.75,3718.5
23415,99,2024,AllOtherFL,3098.75,3718.5
23420,99,2024,AllOtherFL,3098.75,3718.5
23430,99,2024,AllOtherFL,4053.95,4864.74
23440,99,2024,AllOtherFL,4450.5,5340.6
23455,99,2024,AllOtherFL,3098.75,3718.5
23460,99,2024,AllOtherFL,3902.75,4683.3
23462,99,2024,AllOtherFL,3098.75,3718.5
23465,99,2024,AllOtherFL,3098.75,3718.5
23466,99,2024,AllOtherFL,3098.75,3718.5
23470,99,2024,AllOtherFL,8494.85,10193.82
23472,99,2024,AllOtherFL,12780.14,15336.17
23485,99,2024,AllOtherFL,7831.98,9398.38
23500,99,2024,AllOtherFL,111.72,134.06
23505,99,2024,AllOtherFL,748.02,897.62
23515,99,2024,AllOtherFL,4073.92,4888.7
23545,99,2024,AllOtherFL,111.72,134.06
23550,99,2024,AllOtherFL,4039.16,4846.99
23552,99,2024,AllOtherFL,4237.84,5085.41
23570,99,2024,AllOtherFL,111.72,134.06
23585,99,2024,AllOtherFL,4099.86,4919.83
23600,99,2024,AllOtherFL,111.72,134.06
23605,99,2024,AllOtherFL,748.02,897.62
23615,99,2024,AllOtherFL,8094.84,9713.81
23616,99,2024,AllOtherFL,12004.29,14405.15
23620,99,2024,AllOtherFL,111.72,134.06
23630,99,2024,AllOtherFL,3879.67,4655.6
23650,99,2024,AllOtherFL,111.72,134.06
23655,99,2024,AllOtherFL,748.02,897.62
23660,99,2024,AllOtherFL,3098.75,3718.5
23665,99,2024,AllOtherFL,748.02,897.62
23670,99,2024,AllOtherFL,3907.94,4689.53
23675,99,2024,AllOtherFL,748.02,897.62
23680,99,2024,AllOtherFL,7828.51,9394.21
23700,99,2024,AllOtherFL,748.02,897.62
23800,99,2024,AllOtherFL,3098.75,3718.5
23802,99,2024,AllOtherFL,5936.84,7124.21
23930,99,2024,AllOtherFL,1056.81,1268.17
23931,99,2024,AllOtherFL,623.7,748.44
23935,99,2024,AllOtherFL,1387.23,1664.68
24000,99,2024,AllOtherFL,1387.23,1664.68
24006,99,2024,AllOtherFL,1387.23,1664.68
24065,99,2024,AllOtherFL,163.28,195.94
24066,99,2024,AllOtherFL,1056.81,1268.17
24071,99,2024,AllOtherFL,1056.81,1268.17
24073,99,2024,AllOtherFL,1056.81,1268.17
24075,99,2024,AllOtherFL,623.7,748.44
24076,99,2024,AllOtherFL,1056.81,1268.17
24077,99,2024,AllOtherFL,1056.81,1268.17
24100,99,2024,AllOtherFL,1387.23,1664.68
24101,99,2024,AllOtherFL,1387.23,1664.68
24102,99,2024,AllOtherFL,1387.23,1664.68
24105,99,2024,AllOtherFL,1387.23,1664.68
24115,99,2024,AllOtherFL,3098.75,3718.5
24116,99,2024,AllOtherFL,3902.75,4683.3
24120,99,2024,AllOtherFL,1387.23,1664.68
24130,99,2024,AllOtherFL,1387.23,1664.68
24134,99,2024,AllOtherFL,3098.75,3718.5
24136,99,2024,AllOtherFL,1387.23,1664.68
24138,99,2024,AllOtherFL,3098.75,3718.5
24140,99,2024,AllOtherFL,1387.23,1664.68
24145,99,2024,AllOtherFL,3098.75,3718.5
24147,99,2024,AllOtherFL,1387.23,1664.68
24149,99,2024,AllOtherFL,3098.75,3718.5
24152,99,2024,AllOtherFL,4119.31,4943.17
24155,99,2024,AllOtherFL,1387.23,1664.68
24160,99,2024,AllOtherFL,1387.23,1664.68
24164,99,2024,AllOtherFL,1387.23,1664.68
24200,99,2024,AllOtherFL,137.13,164.56
24201,99,2024,AllOtherFL,1056.81,1268.17
24300,99,2024,AllOtherFL,748.02,897.62
24301,99,2024,AllOtherFL,3098.75,3718.5
24305,99,2024,AllOtherFL,1387.23,1664.68
24310,99,2024,AllOtherFL,1387.23,1664.68
24320,99,2024,AllOtherFL,3098.75,3718.5
24330,99,2024,AllOtherFL,3098.75,3718.5
24331,99,2024,AllOtherFL,3098.75,3718.5
24332,99,2024,AllOtherFL,1387.23,1664.68
24340,99,2024,AllOtherFL,3098.75,3718.5
24341,99,2024,AllOtherFL,3098.75,3718.5
24342,99,2024,AllOtherFL,3098.75,3718.5
24343,99,2024,AllOtherFL,1387.23,1664.68
24344,99,2024,AllOtherFL,3098.75,3718.5
24345,99,2024,AllOtherFL,3098.75,3718.5
24346,99,2024,AllOtherFL,5936.84,7124.21
24357,99,2024,AllOtherFL,1387.23,1664.68
24358,99,2024,AllOtherFL,1387.23,1664.68
24359,99,2024,AllOtherFL,1387.23,1664.68
24360,99,2024,AllOtherFL,5044.43,6053.32
24362,99,2024,AllOtherFL,8255.84,9907.01
24363,99,2024,AllOtherFL,12470.93,14965.12
24365,99,2024,AllOtherFL,8764.66,10517.59
24366,99,2024,AllOtherFL,8749.75,10499.7
24400,99,2024,AllOtherFL,3098.75,3718.5
24430,99,2024,AllOtherFL,7921.42,9505.7
24435,99,2024,AllOtherFL,7849.88,9419.86
24495,99,2024,AllOtherFL,3098.75,3718.5
24500,99,2024,AllOtherFL,111.72,134.06
24505,99,2024,AllOtherFL,748.02,897.62
24515,99,2024,AllOtherFL,7723.16,9267.79
24516,99,2024,AllOtherFL,7855.84,9427.01
24530,99,2024,AllOtherFL,111.72,134.06
24535,99,2024,AllOtherFL,748.02,897.62
24538,99,2024,AllOtherFL,3098.75,3718.5
24545,99,2024,AllOtherFL,8110.75,9732.9
24546,99,2024,AllOtherFL,8268.26,9921.91
24560,99,2024,AllOtherFL,111.72,134.06
24565,99,2024,AllOtherFL,748.02,897.62
24575,99,2024,AllOtherFL,7496.09,8995.31
24576,99,2024,AllOtherFL,111.72,134.06
24577,99,2024,AllOtherFL,748.02,897.62
24579,99,2024,AllOtherFL,7510.0,9012.0
24586,99,2024,AllOtherFL,7941.31,9529.57
24600,99,2024,AllOtherFL,111.72,134.06
24605,99,2024,AllOtherFL,748.02,897.62
24615,99,2024,AllOtherFL,4513.27,5415.92
24620,99,2024,AllOtherFL,748.02,897.62
24635,99,2024,AllOtherFL,4022.31,4826.77
24650,99,2024,AllOtherFL,111.72,134.06
24655,99,2024,AllOtherFL,748.02,897.62
24665,99,2024,AllOtherFL,3098.75,3718.5
24666,99,2024,AllOtherFL,8649.88,10379.86
24670,99,2024,AllOtherFL,111.72,134.06
24675,99,2024,AllOtherFL,748.02,897.62
24685,99,2024,AllOtherFL,3945.54,4734.65
24800,99,2024,AllOtherFL,3098.75,3718.5
24802,99,2024,AllOtherFL,5936.84,7124.21
24925,99,2024,AllOtherFL,1387.23,1664.68
25000,99,2024,AllOtherFL,748.02,897.62
25001,99,2024,AllOtherFL,1387.23,1664.68
25020,99,2024,AllOtherFL,748.02,897.62
25023,99,2024,AllOtherFL,1387.23,1664.68
25024,99,2024,AllOtherFL,1387.23,1664.68
25025,99,2024,AllOtherFL,748.02,897.62
25028,99,2024,AllOtherFL,1387.23,1664.68
25035,99,2024,AllOtherFL,3098.75,3718.5
25040,99,2024,AllOtherFL,1387.23,1664.68
25065,99,2024,AllOtherFL,163.88,196.66
25066,99,2024,AllOtherFL,1056.81,1268.17
25071,99,2024,AllOtherFL,623.7,748.44
25073,99,2024,AllOtherFL,1056.81,1268.17
25075,99,2024,AllOtherFL,623.7,748.44
25076,99,2024,AllOtherFL,623.7,748.44
25077,99,2024,AllOtherFL,1056.81,1268.17
25085,99,2024,AllOtherFL,1387.23,1664.68
25100,99,2024,AllOtherFL,1387.23,1664.68
25101,99,2024,AllOtherFL,1387.23,1664.68
25105,99,2024,AllOtherFL,1387.23,1664.68
25107,99,2024,AllOtherFL,1387.23,1664.68
25110,99,2024,AllOtherFL,748.02,897.62
25111,99,2024,AllOtherFL,748.02,897.62
25112,99,2024,AllOtherFL,748.02,897.62
25115,99,2024,AllOtherFL,748.02,897.62
25116,99,2024,AllOtherFL,1387.23,1664.68
25118,99,2024,AllOtherFL,748.02,897.62
25119,99,2024,AllOtherFL,1387.23,1664.68
25120,99,2024,AllOtherFL,1387.23,1664.68
25125,99,2024,AllOtherFL,748.02,897.62
25126,99,2024,AllOtherFL,1747.16,2096.59
25130,99,2024,AllOtherFL,1387.23,1664.68
25135,99,2024,AllOtherFL,3098.75,3718.5
25136,99,2024,AllOtherFL,3098.75,3718.5
25145,99,2024,AllOtherFL,1387.23,1664.68
25150,99,2024,AllOtherFL,1387.23,1664.68
25151,99,2024,AllOtherFL,1387.23,1664.68
25210,99,2024,AllOtherFL,1387.23,1664.68
25215,99,2024,AllOtherFL,1387.23,1664.68
25230,99,2024,AllOtherFL,1387.23,1664.68
25240,99,2024,AllOtherFL,1387.23,1664.68
25248,99,2024,AllOtherFL,748.02,897.62
25250,99,2024,AllOtherFL,748.02,897.62
25251,99,2024,AllOtherFL,1387.23,1664.68
25259,99,2024,AllOtherFL,748.02,897.62
25260,99,2024,AllOtherFL,1387.23,1664.68
25263,99,2024,AllOtherFL,3098.75,3718.5
25265,99,2024,AllOtherFL,1387.23,1664.68
25270,99,2024,AllOtherFL,1387.23,1664.68
25272,99,2024,AllOtherFL,1387.23,1664.68
25274,99,2024,AllOtherFL,1387.23,1664.68
25275,99,2024,AllOtherFL,1387.23,1664.68
25280,99,2024,AllOtherFL,1387.23,1664.68
25290,99,2024,AllOtherFL,1387.23,1664.68
25295,99,2024,AllOtherFL,1387.23,1664.68
25300,99,2024,AllOtherFL,1387.23,1664.68
25301,99,2024,AllOtherFL,1387.23,1664.68
25310,99,2024,AllOtherFL,1387.23,1664.68
25312,99,2024,AllOtherFL,1387.23,1664.68
25315,99,2024,AllOtherFL,3098.75,3718.5
25316,99,2024,AllOtherFL,3098.75,3718.5
25320,99,2024,AllOtherFL,3098.75,3718.5
25332,99,2024,AllOtherFL,1785.93,2143.12
25335,99,2024,AllOtherFL,1387.23,1664.68
25337,99,2024,AllOtherFL,3098.75,3718.5
25350,99,2024,AllOtherFL,4428.99,5314.79
25355,99,2024,AllOtherFL,1387.23,1664.68
25360,99,2024,AllOtherFL,3997.15,4796.58
25365,99,2024,AllOtherFL,5936.84,7124.21
25390,99,2024,AllOtherFL,4102.71,4923.25
25391,99,2024,AllOtherFL,8017.83,9621.4
25394,99,2024,AllOtherFL,1387.23,1664.68
25400,99,2024,AllOtherFL,4129.95,4955.94
25405,99,2024,AllOtherFL,4089.48,4907.38
25415,99,2024,AllOtherFL,3902.75,4683.3
25430,99,2024,AllOtherFL,1387.23,1664.68
25431,99,2024,AllOtherFL,4275.7,5130.84
25440,99,2024,AllOtherFL,4058.1,4869.72
25441,99,2024,AllOtherFL,9476.71,11372.05
25442,99,2024,AllOtherFL,12820.56,15384.67
25443,99,2024,AllOtherFL,4416.53,5299.84
25444,99,2024,AllOtherFL,9153.24,10983.89
25445,99,2024,AllOtherFL,4261.18,5113.42
25446,99,2024,AllOtherFL,13107.78,15729.34
25447,99,2024,AllOtherFL,1387.23,1664.68
25449,99,2024,AllOtherFL,3098.75,3718.5
25500,99,2024,AllOtherFL,111.72,134.06
25505,99,2024,AllOtherFL,748.02,897.62
25515,99,2024,AllOtherFL,4038.13,4845.76
25520,99,2024,AllOtherFL,748.02,897.62
25525,99,2024,AllOtherFL,4093.11,4911.73
25526,99,2024,AllOtherFL,3098.75,3718.5
25530,99,2024,AllOtherFL,111.72,134.06
25535,99,2024,AllOtherFL,111.72,134.06
25545,99,2024,AllOtherFL,3889.26,4667.11
25560,99,2024,AllOtherFL,111.72,134.06
25565,99,2024,AllOtherFL,748.02,897.62
25574,99,2024,AllOtherFL,3902.75,4683.3
25575,99,2024,AllOtherFL,4166.51,4999.81
25600,99,2024,AllOtherFL,111.72,134.06
25605,99,2024,AllOtherFL,748.02,897.62
25606,99,2024,AllOtherFL,1387.23,1664.68
25607,99,2024,AllOtherFL,4155.1,4986.12
25608,99,2024,AllOtherFL,4199.45,5039.34
25609,99,2024,AllOtherFL,4204.89,5045.87
25622,99,2024,AllOtherFL,111.72,134.06
25624,99,2024,AllOtherFL,748.02,897.62
25628,99,2024,AllOtherFL,3098.75,3718.5
25630,99,2024,AllOtherFL,111.72,134.06
25635,99,2024,AllOtherFL,748.02,897.62
25645,99,2024,AllOtherFL,1387.23,1664.68
25650,99,2024,AllOtherFL,111.72,134.06
25651,99,2024,AllOtherFL,1387.23,1664.68
25652,99,2024,AllOtherFL,3902.75,4683.3
25660,99,2024,AllOtherFL,111.72,134.06
25670,99,2024,AllOtherFL,3098.75,3718.5
25671,99,2024,AllOtherFL,1387.23,1664.68
25675,99,2024,AllOtherFL,111.72,134.06
25676,99,2024,AllOtherFL,3098.75,3718.5
25680,99,2024,AllOtherFL,111.72,134.06
25685,99,2024,AllOtherFL,3098.75,3718.5
25690,99,2024,AllOtherFL,748.02,897.62
25695,99,2024,AllOtherFL,3098.75,3718.5
25800,99,2024,AllOtherFL,4289.71,5147.65
25805,99,2024,AllOtherFL,4254.96,5105.95
25810,99,2024,AllOtherFL,7951.25,9541.5
25820,99,2024,AllOtherFL,4222.53,5067.04
25825,99,2024,AllOtherFL,4015.57,4818.68
25830,99,2024,AllOtherFL,3098.75,3718.5
25907,99,2024,AllOtherFL,1387.23,1664.68
25922,99,2024,AllOtherFL,748.02,897.62
25929,99,2024,AllOtherFL,863.96,1036.75
25931,99,2024,AllOtherFL,1387.23,1664.68
26010,99,2024,AllOtherFL,94.85,113.82
26011,99,2024,AllOtherFL,623.7,748.44
26020,99,2024,AllOtherFL,1387.23,1664.68
26025,99,2024,AllOtherFL,1387.23,1664.68
26030,99,2024,AllOtherFL,1387.23,1664.68
26034,99,2024,AllOtherFL,748.02,897.62
26035,99,2024,AllOtherFL,1387.23,1664.68
26037,99,2024,AllOtherFL,1387.23,1664.68
26040,99,2024,AllOtherFL,748.02,897.62
26055,99,2024,AllOtherFL,748.02,897.62
26060,99,2024,AllOtherFL,748.02,897.62
26070,99,2024,AllOtherFL,748.02,897.62
26075,99,2024,AllOtherFL,1387.23,1664.68
26080,99,2024,AllOtherFL,748.02,897.62
26100,99,2024,AllOtherFL,1387.23,1664.68
26105,99,2024,AllOtherFL,1387.23,1664.68
26110,99,2024,AllOtherFL,748.02,897.62
26111,99,2024,AllOtherFL,623.7,748.44
26113,99,2024,AllOtherFL,623.7,748.44
26115,99,2024,AllOtherFL,623.7,748.44
26116,99,2024,AllOtherFL,623.7,748.44
26117,99,2024,AllOtherFL,1056.81,1268.17
26121,99,2024,AllOtherFL,1387.23,1664.68
26123,99,2024,AllOtherFL,1387.23,1664.68
26130,99,2024,AllOtherFL,1387.23,1664.68
26135,99,2024,AllOtherFL,1387.23,1664.68
26140,99,2024,AllOtherFL,748.02,897.62
26145,99,2024,AllOtherFL,748.02,897.62
26160,99,2024,AllOtherFL,748.02,897.62
26170,99,2024,AllOtherFL,748.02,897.62
26180,99,2024,AllOtherFL,748.02,897.62
26185,99,2024,AllOtherFL,748.02,897.62
26200,99,2024,AllOtherFL,748.02,897.62
26205,99,2024,AllOtherFL,3098.75,3718.5
26210,99,2024,AllOtherFL,748.02,897.62
26215,99,2024,AllOtherFL,1387.23,1664.68
26230,99,2024,AllOtherFL,1387.23,1664.68
26235,99,2024,AllOtherFL,748.02,897.62
26236,99,2024,AllOtherFL,748.02,897.62
26250,99,2024,AllOtherFL,1387.23,1664.68
26260,99,2024,AllOtherFL,1387.23,1664.68
26262,99,2024,AllOtherFL,748.02,897.62
26320,99,2024,AllOtherFL,623.7,748.44
26340,99,2024,AllOtherFL,748.02,897.62
26341,99,2024,AllOtherFL,75.41,90.49
26350,99,2024,AllOtherFL,1387.23,1664.68
26352,99,2024,AllOtherFL,3098.75,3718.5
26356,99,2024,AllOtherFL,1387.23,1664.68
26357,99,2024,AllOtherFL,1387.23,1664.68
26358,99,2024,AllOtherFL,3098.75,3718.5
26370,99,2024,AllOtherFL,1387.23,1664.68
26372,99,2024,AllOtherFL,3098.75,3718.5
26373,99,2024,AllOtherFL,1387.23,1664.68
26390,99,2024,AllOtherFL,4135.9,4963.08
26392,99,2024,AllOtherFL,3098.75,3718.5
26410,99,2024,AllOtherFL,748.02,897.62
26412,99,2024,AllOtherFL,1387.23,1664.68
26415,99,2024,AllOtherFL,1387.23,1664.68
26416,99,2024,AllOtherFL,1387.23,1664.68
26418,99,2024,AllOtherFL,748.02,897.62
26420,99,2024,AllOtherFL,1387.23,1664.68
26426,99,2024,AllOtherFL,1387.23,1664.68
26428,99,2024,AllOtherFL,1387.23,1664.68
26432,99,2024,AllOtherFL,748.02,897.62
26433,99,2024,AllOtherFL,1387.23,1664.68
26434,99,2024,AllOtherFL,1387.23,1664.68
26437,99,2024,AllOtherFL,1387.23,1664.68
26440,99,2024,AllOtherFL,748.02,897.62
26442,99,2024,AllOtherFL,1387.23,1664.68
26445,99,2024,AllOtherFL,1387.23,1664.68
26449,99,2024,AllOtherFL,1387.23,1664.68
26450,99,2024,AllOtherFL,1387.23,1664.68
26455,99,2024,AllOtherFL,748.02,897.62
26460,99,2024,AllOtherFL,748.02,897.62
26471,99,2024,AllOtherFL,1387.23,1664.68
26474,99,2024,AllOtherFL,748.02,897.62
26476,99,2024,AllOtherFL,1387.23,1664.68
26477,99,2024,AllOtherFL,1387.23,1664.68
26478,99,2024,AllOtherFL,1387.23,1664.68
26479,99,2024,AllOtherFL,1387.23,1664.68
26480,99,2024,AllOtherFL,1387.23,1664.68
26483,99,2024,AllOtherFL,1387.23,1664.68
26485,99,2024,AllOtherFL,1387.23,1664.68
26489,99,2024,AllOtherFL,1387.23,1664.68
26490,99,2024,AllOtherFL,1387.23,1664.68
26492,99,2024,AllOtherFL,1387.23,1664.68
26494,99,2024,AllOtherFL,1387.23,1664.68
26496,99,2024,AllOtherFL,1387.23,1664.68
26497,99,2024,AllOtherFL,1387.23,1664.68
26498,99,2024,AllOtherFL,1387.23,1664.68
26499,99,2024,AllOtherFL,1387.23,1664.68
26500,99,2024,AllOtherFL,3098.75,3718.5
26502,99,2024,AllOtherFL,1387.23,1664.68
26508,99,2024,AllOtherFL,1387.23,1664.68
26510,99,2024,AllOtherFL,1387.23,1664.68
26516,99,2024,AllOtherFL,1780.48,2136.58
26517,99,2024,AllOtherFL,1387.23,1664.68
26518,99,2024,AllOtherFL,3098.75,3718.5
26520,99,2024,AllOtherFL,1387.23,1664.68
26525,99,2024,AllOtherFL,748.02,897.62
26530,99,2024,AllOtherFL,4000.26,4800.31
26531,99,2024,AllOtherFL,4206.45,5047.74
26535,99,2024,AllOtherFL,1387.23,1664.68
26536,99,2024,AllOtherFL,4064.06,4876.87
26540,99,2024,AllOtherFL,1387.23,1664.68
26541,99,2024,AllOtherFL,1835.98,2203.18
26542,99,2024,AllOtherFL,1387.23,1664.68
26545,99,2024,AllOtherFL,1387.23,1664.68
26546,99,2024,AllOtherFL,3098.75,3718.5
26548,99,2024,AllOtherFL,1387.23,1664.68
26550,99,2024,AllOtherFL,1387.23,1664.68
26555,99,2024,AllOtherFL,3098.75,3718.5
26560,99,2024,AllOtherFL,748.02,897.62
26561,99,2024,AllOtherFL,1387.23,1664.68
26562,99,2024,AllOtherFL,1387.23,1664.68
26565,99,2024,AllOtherFL,1387.23,1664.68
26567,99,2024,AllOtherFL,1387.23,1664.68
26568,99,2024,AllOtherFL,4174.03,5008.84
26580,99,2024,AllOtherFL,1387.23,1664.68
26587,99,2024,AllOtherFL,1387.23,1664.68
26590,99,2024,AllOtherFL,748.02,897.62
26591,99,2024,AllOtherFL,1387.23,1664.68
26593,99,2024,AllOtherFL,1387.23,1664.68
26596,99,2024,AllOtherFL,1387.23,1664.68
26600,99,2024,AllOtherFL,111.72,134.06
26605,99,2024,AllOtherFL,111.72,134.06
26607,99,2024,AllOtherFL,1387.23,1664.68
26608,99,2024,AllOtherFL,1387.23,1664.68
26615,99,2024,AllOtherFL,1387.23,1664.68
26641,99,2024,AllOtherFL,111.72,134.06
26645,99,2024,AllOtherFL,748.02,897.62
26650,99,2024,AllOtherFL,1387.23,1664.68
26665,99,2024,AllOtherFL,1387.23,1664.68
26670,99,2024,AllOtherFL,111.72,134.06
26675,99,2024,AllOtherFL,748.02,897.62
26676,99,2024,AllOtherFL,1387.23,1664.68
26685,99,2024,AllOtherFL,1387.23,1664.68
26686,99,2024,AllOtherFL,1387.23,1664.68
26700,99,2024,AllOtherFL,111.72,134.06
26705,99,2024,AllOtherFL,748.02,897.62
26706,99,2024,AllOtherFL,1387.23,1664.68
26715,99,2024,AllOtherFL,1387.23,1664.68
26720,99,2024,AllOtherFL,111.72,134.06
26725,99,2024,AllOtherFL,111.72,134.06
26727,99,2024,AllOtherFL,1387.23,1664.68
26735,99,2024,AllOtherFL,1387.23,1664.68
26740,99,2024,AllOtherFL,111.72,134.06
26742,99,2024,AllOtherFL,748.02,897.62
26746,99,2024,AllOtherFL,1387.23,1664.68
26750,99,2024,AllOtherFL,111.72,134.06
26755,99,2024,AllOtherFL,111.72,134.06
26756,99,2024,AllOtherFL,1387.23,1664.68
26765,99,2024,AllOtherFL,1387.23,1664.68
26770,99,2024,AllOtherFL,111.72,134.06
26775,99,2024,AllOtherFL,127.24,152.69
26776,99,2024,AllOtherFL,1387.23,1664.68
26785,99,2024,AllOtherFL,1387.23,1664.68
26820,99,2024,AllOtherFL,3098.75,3718.5
26841,99,2024,AllOtherFL,3098.75,3718.5
26842,99,2024,AllOtherFL,3098.75,3718.5
26843,99,2024,AllOtherFL,3098.75,3718.5
26844,99,2024,AllOtherFL,4246.4,5095.68
26850,99,2024,AllOtherFL,3098.75,3718.5
26852,99,2024,AllOtherFL,3098.75,3718.5
26860,99,2024,AllOtherFL,1387.23,1664.68
26862,99,2024,AllOtherFL,1387.23,1664.68
26910,99,2024,AllOtherFL,1387.23,1664.68
26951,99,2024,AllOtherFL,1387.23,1664.68
26952,99,2024,AllOtherFL,1387.23,1664.68
26990,99,2024,AllOtherFL,1387.23,1664.68
26991,99,2024,AllOtherFL,748.02,897.62
27001,99,2024,AllOtherFL,1387.23,1664.68
27006,99,2024,AllOtherFL,1387.23,1664.68
27035,99,2024,AllOtherFL,1387.23,1664.68
27041,99,2024,AllOtherFL,623.7,748.44
27045,99,2024,AllOtherFL,1056.81,1268.17
27047,99,2024,AllOtherFL,1056.81,1268.17
27062,99,2024,AllOtherFL,1387.23,1664.68
27066,99,2024,AllOtherFL,1387.23,1664.68
27080,99,2024,AllOtherFL,1387.23,1664.68
27087,99,2024,AllOtherFL,1387.23,1664.68
27097,99,2024,AllOtherFL,1387.23,1664.68
27130,99,2024,AllOtherFL,8437.71,10125.25
27197,99,2024,AllOtherFL,111.72,134.06
27200,99,2024,AllOtherFL,109.76,131.71
27220,99,2024,AllOtherFL,111.72,134.06
27230,99,2024,AllOtherFL,111.72,134.06
27238,99,2024,AllOtherFL,748.02,897.62
27246,99,2024,AllOtherFL,111.72,134.06
27250,99,2024,AllOtherFL,111.72,134.06
27252,99,2024,AllOtherFL,748.02,897.62
27265,99,2024,AllOtherFL,111.72,134.06
27266,99,2024,AllOtherFL,748.02,897.62
27267,99,2024,AllOtherFL,1387.23,1664.68
27279,99,2024,AllOtherFL,13429.75,16115.7
27301,99,2024,AllOtherFL,1056.81,1268.17
27305,99,2024,AllOtherFL,1387.23,1664.68
27310,99,2024,AllOtherFL,1387.23,1664.68
27324,99,2024,AllOtherFL,1056.81,1268.17
27327,99,2024,AllOtherFL,623.7,748.44
27328,99,2024,AllOtherFL,1056.81,1268.17
27329,99,2024,AllOtherFL,1056.81,1268.17
27331,99,2024,AllOtherFL,1387.23,1664.68
27333,99,2024,AllOtherFL,1387.23,1664.68
27334,99,2024,AllOtherFL,1387.23,1664.68
27335,99,2024,AllOtherFL,3098.75,3718.5
27337,99,2024,AllOtherFL,1056.81,1268.17
27339,99,2024,AllOtherFL,1056.81,1268.17
27340,99,2024,AllOtherFL,1387.23,1664.68
27345,99,2024,AllOtherFL,1387.23,1664.68
27347,99,2024,AllOtherFL,1387.23,1664.68
