CPT,LOCALITY,YEAR,COUNTY,ASC_BASE_AMOUNT,ASC_120PCT
29540,03,2023,Broward,13.42,16.1
29580,03,2023,Broward,41.59,49.91
29700,03,2023,Broward,39.29,47.15
29705,03,2023,Broward,32.75,39.3
29730,03,2023,Broward,34.06,40.87
29740,03,2023,Broward,53.06,63.67
29805,03,2023,Broward,1367.2,1640.64
29806,03,2023,Broward,3032.26,3638.71
29807,03,2023,Broward,3032.26,3638.71
29819,03,2023,Broward,1367.2,1640.64
29820,03,2023,Broward,3032.26,3638.71
29821,03,2023,Broward,1367.2,1640.64
29822,03,2023,Broward,1367.2,1640.64
29823,03,2023,Broward,1367.2,1640.64
29824,03,2023,Broward,1367.2,1640.64
29825,03,2023,Broward,1367.2,1640.64
29827,03,2023,Broward,3032.26,3638.71
29828,03,2023,Broward,3032.26,3638.71
29837,03,2023,Broward,1367.2,1640.64
29838,03,2023,Broward,1367.2,1640.64
29840,03,2023,Broward,1367.2,1640.64
29843,03,2023,Broward,1367.2,1640.64
29844,03,2023,Broward,1367.2,1640.64
29845,03,2023,Broward,1367.2,1640.64
29846,03,2023,Broward,1367.2,1640.64
29847,03,2023,Broward,3032.26,3638.71
29848,03,2023,Broward,723.43,868.12
29850,03,2023,Broward,723.43,868.12
29851,03,2023,Broward,723.43,868.12
29855,03,2023,Broward,4422.38,5306.86
29856,03,2023,Broward,10808.32,12969.98
29862,03,2023,Broward,3032.26,3638.71
29863,03,2023,Broward,1367.2,1640.64
29866,03,2023,Broward,3032.26,3638.71
29867,03,2023,Broward,7992.28,9590.74
29870,03,2023,Broward,1367.2,1640.64
29871,03,2023,Broward,1367.2,1640.64
29873,03,2023,Broward,1367.2,1640.64
29874,03,2023,Broward,1367.2,1640.64
29875,03,2023,Broward,1367.2,1640.64
29876,03,2023,Broward,1367.2,1640.64
29877,03,2023,Broward,1367.2,1640.64
29879,03,2023,Broward,1367.2,1640.64
29880,03,2023,Broward,1367.2,1640.64
29881,03,2023,Broward,1367.2,1640.64
29882,03,2023,Broward,1367.2,1640.64
29883,03,2023,Broward,1367.2,1640.64
29884,03,2023,Broward,1367.2,1640.64
29885,03,2023,Broward,3875.44,4650.53
29886,03,2023,Broward,1367.2,1640.64
29887,03,2023,Broward,3032.26,3638.71
29888,03,2023,Broward,4098.79,4918.55
29889,03,2023,Broward,8580.21,10296.25
29891,03,2023,Broward,1367.2,1640.64
29892,03,2023,Broward,3032.26,3638.71
29894,03,2023,Broward,1367.2,1640.64
29895,03,2023,Broward,1367.2,1640.64
29897,03,2023,Broward,1367.2,1640.64
29898,03,2023,Broward,1367.2,1640.64
29900,03,2023,Broward,1367.2,1640.64
29901,03,2023,Broward,1367.2,1640.64
29902,03,2023,Broward,723.43,868.12
29904,03,2023,Broward,1367.2,1640.64
29905,03,2023,Broward,3948.58,4738.3
29906,03,2023,Broward,1367.2,1640.64
29907,03,2023,Broward,9037.06,10844.47
29914,03,2023,Broward,3032.26,3638.71
29915,03,2023,Broward,3032.26,3638.71
29916,03,2023,Broward,3032.26,3638.71
34490,03,2023,Broward,1395.27,1674.32
35207,03,2023,Broward,1395.27,1674.32
35875,03,2023,Broward,2552.1,3062.52
36589,03,2023,Broward,291.07,349.28
36640,03,2023,Broward,1395.27,1674.32
36904,03,2023,Broward,2967.25,3560.7
38220,03,2023,Broward,109.38,131.26
38230,03,2023,Broward,684.18,821.02
38500,03,2023,Broward,1255.05,1506.06
62264,03,2023,Broward,428.76,514.51
62267,03,2023,Broward,326.53,391.84
62268,03,2023,Broward,428.76,514.51
62272,03,2023,Broward,324.19,389.03
62273,03,2023,Broward,324.19,389.03
62281,03,2023,Broward,428.76,514.51
62282,03,2023,Broward,428.76,514.51
62287,03,2023,Broward,825.24,990.29
62320,03,2023,Broward,324.19,389.03
62321,03,2023,Broward,324.19,389.03
62322,03,2023,Broward,428.76,514.51
62323,03,2023,Broward,324.19,389.03
62324,03,2023,Broward,428.76,514.51
62325,03,2023,Broward,428.76,514.51
62326,03,2023,Broward,428.76,514.51
62327,03,2023,Broward,428.76,514.51
62350,03,2023,Broward,3441.05,4129.26
62362,03,2023,Broward,13671.16,16405.39
62368,03,2023,Broward,18.34,22.01
62380,03,2023,Broward,3032.26,3638.71
63001,03,2023,Broward,3032.26,3638.71
63003,03,2023,Broward,3032.26,3638.71
63005,03,2023,Broward,3032.26,3638.71
63020,03,2023,Broward,3032.26,3638.71
63030,03,2023,Broward,3032.26,3638.71
63042,03,2023,Broward,3032.26,3638.71
63045,03,2023,Broward,3032.26,3638.71
63046,03,2023,Broward,3032.26,3638.71
63047,03,2023,Broward,3032.26,3638.71
63056,03,2023,Broward,3032.26,3638.71
63650,03,2023,Broward,4747.3,5696.76
63655,03,2023,Broward,17346.45,20815.74
63661,03,2023,Broward,825.24,990.29
63662,03,2023,Broward,1754.78,2105.74
63685,03,2023,Broward,23885.77,28662.92
63688,03,2023,Broward,1754.78,2105.74
64400,03,2023,Broward,79.25,95.1
64405,03,2023,Broward,35.37,42.44
64416,03,2023,Broward,428.76,514.51
64417,03,2023,Broward,428.76,514.51
64418,03,2023,Broward,45.19,54.23
64420,03,2023,Broward,324.19,389.03
64421,03,2023,Broward,428.76,514.51
64425,03,2023,Broward,72.37,86.84
64450,03,2023,Broward,46.17,55.4
64451,03,2023,Broward,324.19,389.03
64454,03,2023,Broward,162.43,194.92
64455,03,2023,Broward,21.94,26.33
64479,03,2023,Broward,428.76,514.51
64483,03,2023,Broward,428.76,514.51
64490,03,2023,Broward,428.76,514.51
64493,03,2023,Broward,428.76,514.51
64505,03,2023,Broward,84.49,101.39
64510,03,2023,Broward,428.76,514.51
64520,03,2023,Broward,428.76,514.51
64530,03,2023,Broward,428.76,514.51
64555,03,2023,Broward,5407.46,6488.95
64590,03,2023,Broward,18683.65,22420.38
64595,03,2023,Broward,2261.64,2713.97
64600,03,2023,Broward,428.76,514.51
64610,03,2023,Broward,825.24,990.29
64615,03,2023,Broward,69.75,83.7
64616,03,2023,Broward,67.79,81.35
64624,03,2023,Broward,825.24,990.29
64625,03,2023,Broward,825.24,990.29
64628,03,2023,Broward,9545.42,11454.5
64632,03,2023,Broward,44.21,53.05
64633,03,2023,Broward,825.24,990.29
64635,03,2023,Broward,825.24,990.29
64640,03,2023,Broward,170.29,204.35
64681,03,2023,Broward,428.76,514.51
64702,03,2023,Broward,825.24,990.29
64704,03,2023,Broward,825.24,990.29
64708,03,2023,Broward,825.24,990.29
64712,03,2023,Broward,825.24,990.29
64713,03,2023,Broward,825.24,990.29
64714,03,2023,Broward,825.24,990.29
64716,03,2023,Broward,1254.77,1505.72
64718,03,2023,Broward,825.24,990.29
64719,03,2023,Broward,825.24,990.29
64721,03,2023,Broward,825.24,990.29
64722,03,2023,Broward,825.24,990.29
64726,03,2023,Broward,825.24,990.29
64772,03,2023,Broward,825.24,990.29
64774,03,2023,Broward,825.24,990.29
64776,03,2023,Broward,825.24,990.29
64782,03,2023,Broward,825.24,990.29
64784,03,2023,Broward,825.24,990.29
64788,03,2023,Broward,825.24,990.29
64790,03,2023,Broward,825.24,990.29
64795,03,2023,Broward,825.24,990.29
64802,03,2023,Broward,1060.79,1272.95
64831,03,2023,Broward,825.24,990.29
64834,03,2023,Broward,2542.9,3051.48
64835,03,2023,Broward,2542.9,3051.48
64836,03,2023,Broward,2542.9,3051.48
64856,03,2023,Broward,2542.9,3051.48
64857,03,2023,Broward,2542.9,3051.48
64861,03,2023,Broward,825.24,990.29
64890,03,2023,Broward,2542.9,3051.48
64891,03,2023,Broward,3268.73,3922.48
64892,03,2023,Broward,3268.73,3922.48
64893,03,2023,Broward,3268.73,3922.48
64895,03,2023,Broward,2542.9,3051.48
64896,03,2023,Broward,2542.9,3051.48
64897,03,2023,Broward,3536.81,4244.17
64898,03,2023,Broward,2542.9,3051.48
64910,03,2023,Broward,3676.59,4411.91
64912,03,2023,Broward,3921.03,4705.24
69000,03,2023,Broward,128.05,153.66
70336,03,2023,Broward,117.49,140.99
70540,03,2023,Broward,117.49,140.99
70542,03,2023,Broward,185.37,222.44
70543,03,2023,Broward,185.37,222.44
70551,03,2023,Broward,117.49,140.99
70552,03,2023,Broward,185.37,222.44
70553,03,2023,Broward,185.37,222.44
71550,03,2023,Broward,117.49,140.99
72083,03,2023,Broward,53.77,64.52
72084,03,2023,Broward,53.77,64.52
72141,03,2023,Broward,117.49,140.99
72142,03,2023,Broward,185.37,222.44
72146,03,2023,Broward,117.49,140.99
72147,03,2023,Broward,185.37,222.44
72148,03,2023,Broward,117.49,140.99
72149,03,2023,Broward,185.37,222.44
72156,03,2023,Broward,185.37,222.44
72157,03,2023,Broward,185.37,222.44
72158,03,2023,Broward,185.37,222.44
72195,03,2023,Broward,117.49,140.99
72196,03,2023,Broward,185.37,222.44
72197,03,2023,Broward,185.37,222.44
73218,03,2023,Broward,117.49,140.99
73219,03,2023,Broward,185.37,222.44
73220,03,2023,Broward,185.37,222.44
73221,03,2023,Broward,117.49,140.99
73222,03,2023,Broward,245.94,295.13
73223,03,2023,Broward,185.37,222.44
73718,03,2023,Broward,117.49,140.99
73719,03,2023,Broward,185.37,222.44
73720,03,2023,Broward,185.37,222.44
73721,03,2023,Broward,117.49,140.99
73722,03,2023,Broward,246.27,295.52
73723,03,2023,Broward,185.37,222.44
74181,03,2023,Broward,117.49,140.99
74182,03,2023,Broward,185.37,222.44
74183,03,2023,Broward,185.37,222.44
76000,03,2023,Broward,27.18,32.62
76498,03,2023,Broward,43.71,52.45
76881,03,2023,Broward,10.48,12.58
77084,03,2023,Broward,117.49,140.99
0275T,03,2023,PalmBeach,4557.99,5469.59
0707T,03,2023,PalmBeach,1720.51,2064.61
10060,03,2023,PalmBeach,77.59,93.11
10061,03,2023,PalmBeach,116.06,139.27
10120,03,2023,PalmBeach,100.99,121.19
10121,03,2023,PalmBeach,602.7,723.24
10140,03,2023,PalmBeach,105.48,126.58
10160,03,2023,PalmBeach,79.51,95.41
10180,03,2023,PalmBeach,1014.58,1217.5
11000,03,2023,PalmBeach,34.95,41.94
11010,03,2023,PalmBeach,319.67,383.6
11011,03,2023,PalmBeach,319.67,383.6
11012,03,2023,PalmBeach,1014.58,1217.5
11042,03,2023,PalmBeach,183.76,220.51
11043,03,2023,PalmBeach,286.16,343.39
11044,03,2023,PalmBeach,602.7,723.24
11102,03,2023,PalmBeach,74.38,89.26
11106,03,2023,PalmBeach,113.82,136.58
11307,03,2023,PalmBeach,88.95,106.74
11400,03,2023,PalmBeach,90.73,108.88
11401,03,2023,PalmBeach,103.87,124.64
11402,03,2023,PalmBeach,112.85,135.42
11403,03,2023,PalmBeach,122.79,147.35
11404,03,2023,PalmBeach,602.7,723.24
11406,03,2023,PalmBeach,602.7,723.24
11420,03,2023,PalmBeach,86.25,103.5
11421,03,2023,PalmBeach,101.31,121.57
11422,03,2023,PalmBeach,111.9,134.28
11423,03,2023,PalmBeach,122.15,146.58
11424,03,2023,PalmBeach,602.7,723.24
11426,03,2023,PalmBeach,1014.58,1217.5
11621,03,2023,PalmBeach,146.2,175.44
11622,03,2023,PalmBeach,157.1,188.52
11623,03,2023,PalmBeach,172.16,206.59
11624,03,2023,PalmBeach,602.7,723.24
11750,03,2023,PalmBeach,98.42,118.1
11755,03,2023,PalmBeach,74.38,89.26
11760,03,2023,PalmBeach,121.51,145.81
11762,03,2023,PalmBeach,172.16,206.59
11960,03,2023,PalmBeach,1602.34,1922.81
12005,03,2023,PalmBeach,183.76,220.51
12006,03,2023,PalmBeach,183.76,220.51
12007,03,2023,PalmBeach,88.95,106.74
12020,03,2023,PalmBeach,286.16,343.39
12021,03,2023,PalmBeach,183.76,220.51
12031,03,2023,PalmBeach,181.78,218.14
12032,03,2023,PalmBeach,183.76,220.51
12034,03,2023,PalmBeach,183.76,220.51
12035,03,2023,PalmBeach,183.76,220.51
12036,03,2023,PalmBeach,286.16,343.39
12037,03,2023,PalmBeach,850.11,1020.13
12041,03,2023,PalmBeach,179.22,215.06
12042,03,2023,PalmBeach,183.76,220.51
12044,03,2023,PalmBeach,286.16,343.39
12055,03,2023,PalmBeach,183.76,220.51
13101,03,2023,PalmBeach,286.16,343.39
13120,03,2023,PalmBeach,286.16,343.39
13121,03,2023,PalmBeach,286.16,343.39
13131,03,2023,PalmBeach,183.76,220.51
13132,03,2023,PalmBeach,286.16,343.39
13160,03,2023,PalmBeach,850.11,1020.13
14000,03,2023,PalmBeach,850.11,1020.13
14001,03,2023,PalmBeach,850.11,1020.13
14020,03,2023,PalmBeach,850.11,1020.13
14021,03,2023,PalmBeach,850.11,1020.13
14040,03,2023,PalmBeach,850.11,1020.13
14041,03,2023,PalmBeach,850.11,1020.13
14301,03,2023,PalmBeach,1602.34,1922.81
14350,03,2023,PalmBeach,850.11,1020.13
15002,03,2023,PalmBeach,850.11,1020.13
15004,03,2023,PalmBeach,286.16,343.39
15050,03,2023,PalmBeach,286.16,343.39
15100,03,2023,PalmBeach,850.11,1020.13
15115,03,2023,PalmBeach,850.11,1020.13
15120,03,2023,PalmBeach,1602.34,1922.81
15200,03,2023,PalmBeach,850.11,1020.13
15220,03,2023,PalmBeach,850.11,1020.13
15240,03,2023,PalmBeach,850.11,1020.13
15271,03,2023,PalmBeach,850.11,1020.13
15275,03,2023,PalmBeach,87.2,104.64
15277,03,2023,PalmBeach,850.11,1020.13
15574,03,2023,PalmBeach,850.11,1020.13
15600,03,2023,PalmBeach,1602.34,1922.81
15610,03,2023,PalmBeach,850.11,1020.13
15620,03,2023,PalmBeach,850.11,1020.13
15650,03,2023,PalmBeach,850.11,1020.13
15734,03,2023,PalmBeach,1602.34,1922.81
15736,03,2023,PalmBeach,850.11,1020.13
15738,03,2023,PalmBeach,1602.34,1922.81
15740,03,2023,PalmBeach,850.11,1020.13
15750,03,2023,PalmBeach,1602.34,1922.81
15769,03,2023,PalmBeach,1602.34,1922.81
15836,03,2023,PalmBeach,1014.58,1217.5
15837,03,2023,PalmBeach,1014.58,1217.5
15845,03,2023,PalmBeach,1602.34,1922.81
15851,03,2023,PalmBeach,15.07,18.08
16025,03,2023,PalmBeach,88.95,106.74
20103,03,2023,PalmBeach,602.7,723.24
20205,03,2023,PalmBeach,1014.58,1217.5
20220,03,2023,PalmBeach,602.7,723.24
20225,03,2023,PalmBeach,602.7,723.24
20240,03,2023,PalmBeach,1014.58,1217.5
20245,03,2023,PalmBeach,1014.58,1217.5
20520,03,2023,PalmBeach,139.14,166.97
20525,03,2023,PalmBeach,1014.58,1217.5
20526,03,2023,PalmBeach,42.96,51.55
20527,03,2023,PalmBeach,46.17,55.4
20550,03,2023,PalmBeach,28.21,33.85
20551,03,2023,PalmBeach,28.21,33.85
20552,03,2023,PalmBeach,26.94,32.33
20553,03,2023,PalmBeach,31.42,37.7
20600,03,2023,PalmBeach,26.94,32.33
20604,03,2023,PalmBeach,47.13,56.56
20605,03,2023,PalmBeach,27.89,33.47
20606,03,2023,PalmBeach,49.7,59.64
20610,03,2023,PalmBeach,32.7,39.24
20611,03,2023,PalmBeach,55.15,66.18
20612,03,2023,PalmBeach,35.9,43.08
20615,03,2023,PalmBeach,159.34,191.21
20650,03,2023,PalmBeach,1338.48,1606.18
20670,03,2023,PalmBeach,602.7,723.24
20680,03,2023,PalmBeach,1014.58,1217.5
20690,03,2023,PalmBeach,4174.51,5009.41
20692,03,2023,PalmBeach,8552.42,10262.9
20693,03,2023,PalmBeach,2968.57,3562.28
20694,03,2023,PalmBeach,708.23,849.88
20696,03,2023,PalmBeach,12583.16,15099.79
20822,03,2023,PalmBeach,708.23,849.88
20900,03,2023,PalmBeach,4077.47,4892.96
20902,03,2023,PalmBeach,2968.57,3562.28
20910,03,2023,PalmBeach,286.16,343.39
20924,03,2023,PalmBeach,3859.09,4630.91
20950,03,2023,PalmBeach,319.67,383.6
20972,03,2023,PalmBeach,2968.57,3562.28
20973,03,2023,PalmBeach,2968.57,3562.28
21501,03,2023,PalmBeach,1014.58,1217.5
21550,03,2023,PalmBeach,602.7,723.24
21556,03,2023,PalmBeach,1014.58,1217.5
21600,03,2023,PalmBeach,2968.57,3562.28
21820,03,2023,PalmBeach,101.97,122.36
21930,03,2023,PalmBeach,602.7,723.24
21931,03,2023,PalmBeach,602.7,723.24
22102,03,2023,PalmBeach,2968.57,3562.28
22310,03,2023,PalmBeach,101.97,122.36
22510,03,2023,PalmBeach,1338.48,1606.18
22511,03,2023,PalmBeach,1338.48,1606.18
22513,03,2023,PalmBeach,2968.57,3562.28
22514,03,2023,PalmBeach,2968.57,3562.28
22551,03,2023,PalmBeach,8640.98,10369.18
22554,03,2023,PalmBeach,8519.92,10223.9
22612,03,2023,PalmBeach,15043.78,18052.54
22856,03,2023,PalmBeach,14557.96,17469.55
22867,03,2023,PalmBeach,15732.39,18878.87
22869,03,2023,PalmBeach,10367.75,12441.3
23000,03,2023,PalmBeach,1014.58,1217.5
23020,03,2023,PalmBeach,1338.48,1606.18
23030,03,2023,PalmBeach,1014.58,1217.5
23031,03,2023,PalmBeach,1014.58,1217.5
23035,03,2023,PalmBeach,708.23,849.88
23040,03,2023,PalmBeach,1338.48,1606.18
23044,03,2023,PalmBeach,1338.48,1606.18
23071,03,2023,PalmBeach,602.7,723.24
23073,03,2023,PalmBeach,1014.58,1217.5
23075,03,2023,PalmBeach,602.7,723.24
23076,03,2023,PalmBeach,1014.58,1217.5
23101,03,2023,PalmBeach,1338.48,1606.18
23105,03,2023,PalmBeach,2968.57,3562.28
23120,03,2023,PalmBeach,1338.48,1606.18
23130,03,2023,PalmBeach,1338.48,1606.18
23140,03,2023,PalmBeach,1338.48,1606.18
23150,03,2023,PalmBeach,1338.48,1606.18
23156,03,2023,PalmBeach,2968.57,3562.28
23180,03,2023,PalmBeach,2968.57,3562.28
23182,03,2023,PalmBeach,2968.57,3562.28
23333,03,2023,PalmBeach,1014.58,1217.5
23397,03,2023,PalmBeach,2968.57,3562.28
23405,03,2023,PalmBeach,2968.57,3562.28
23406,03,2023,PalmBeach,3792.39,4550.87
23410,03,2023,PalmBeach,2968.57,3562.28
23412,03,2023,PalmBeach,2968.57,3562.28
23415,03,2023,PalmBeach,2968.57,3562.28
23420,03,2023,PalmBeach,2968.57,3562.28
23430,03,2023,PalmBeach,3896.8,4676.16
23440,03,2023,PalmBeach,2968.57,3562.28
23455,03,2023,PalmBeach,2968.57,3562.28
23460,03,2023,PalmBeach,2968.57,3562.28
23462,03,2023,PalmBeach,2968.57,3562.28
23465,03,2023,PalmBeach,2968.57,3562.28
23466,03,2023,PalmBeach,2968.57,3562.28
23485,03,2023,PalmBeach,8824.26,10589.11
23500,03,2023,PalmBeach,101.97,122.36
23505,03,2023,PalmBeach,708.23,849.88
23515,03,2023,PalmBeach,4065.72,4878.86
23545,03,2023,PalmBeach,101.97,122.36
23550,03,2023,PalmBeach,3988.1,4785.72
23552,03,2023,PalmBeach,3854.44,4625.33
23570,03,2023,PalmBeach,101.97,122.36
23585,03,2023,PalmBeach,4087.31,4904.77
23600,03,2023,PalmBeach,101.97,122.36
23605,03,2023,PalmBeach,708.23,849.88
23615,03,2023,PalmBeach,8604.55,10325.46
23616,03,2023,PalmBeach,14906.78,17888.14
23620,03,2023,PalmBeach,101.97,122.36
23630,03,2023,PalmBeach,3831.2,4597.44
23650,03,2023,PalmBeach,101.97,122.36
23655,03,2023,PalmBeach,708.23,849.88
23660,03,2023,PalmBeach,2968.57,3562.28
23665,03,2023,PalmBeach,708.23,849.88
23670,03,2023,PalmBeach,3803.87,4564.64
23675,03,2023,PalmBeach,708.23,849.88
23680,03,2023,PalmBeach,8182.53,9819.04
23700,03,2023,PalmBeach,708.23,849.88
23800,03,2023,PalmBeach,2968.57,3562.28
23802,03,2023,PalmBeach,6086.97,7304.36
23930,03,2023,PalmBeach,1014.58,1217.5
23931,03,2023,PalmBeach,602.7,723.24
23935,03,2023,PalmBeach,1338.48,1606.18
24000,03,2023,PalmBeach,1338.48,1606.18
24006,03,2023,PalmBeach,1338.48,1606.18
24065,03,2023,PalmBeach,171.53,205.84
24066,03,2023,PalmBeach,1014.58,1217.5
24071,03,2023,PalmBeach,1014.58,1217.5
24073,03,2023,PalmBeach,1014.58,1217.5
24075,03,2023,PalmBeach,602.7,723.24
24076,03,2023,PalmBeach,1014.58,1217.5
24077,03,2023,PalmBeach,1014.58,1217.5
24100,03,2023,PalmBeach,1338.48,1606.18
24101,03,2023,PalmBeach,1338.48,1606.18
24102,03,2023,PalmBeach,1338.48,1606.18
24105,03,2023,PalmBeach,1338.48,1606.18
24115,03,2023,PalmBeach,2968.57,3562.28
24116,03,2023,PalmBeach,2968.57,3562.28
24120,03,2023,PalmBeach,1338.48,1606.18
24130,03,2023,PalmBeach,1338.48,1606.18
24134,03,2023,PalmBeach,2968.57,3562.28
24136,03,2023,PalmBeach,1338.48,1606.18
24138,03,2023,PalmBeach,2968.57,3562.28
24140,03,2023,PalmBeach,1338.48,1606.18
24145,03,2023,PalmBeach,2968.57,3562.28
24147,03,2023,PalmBeach,1338.48,1606.18
24149,03,2023,PalmBeach,2968.57,3562.28
24152,03,2023,PalmBeach,2968.57,3562.28
24155,03,2023,PalmBeach,1338.48,1606.18
24160,03,2023,PalmBeach,1338.48,1606.18
24164,03,2023,PalmBeach,1338.48,1606.18
24200,03,2023,PalmBeach,140.74,168.89
24201,03,2023,PalmBeach,1014.58,1217.5
24300,03,2023,PalmBeach,708.23,849.88
24301,03,2023,PalmBeach,2968.57,3562.28
24305,03,2023,PalmBeach,1338.48,1606.18
24310,03,2023,PalmBeach,1338.48,1606.18
24320,03,2023,PalmBeach,2968.57,3562.28
24330,03,2023,PalmBeach,2968.57,3562.28
24331,03,2023,PalmBeach,2968.57,3562.28
24332,03,2023,PalmBeach,1338.48,1606.18
24340,03,2023,PalmBeach,3815.9,4579.08
24341,03,2023,PalmBeach,2968.57,3562.28
24342,03,2023,PalmBeach,2968.57,3562.28
24343,03,2023,PalmBeach,1338.48,1606.18
24344,03,2023,PalmBeach,3815.9,4579.08
24345,03,2023,PalmBeach,2968.57,3562.28
24346,03,2023,PalmBeach,6086.97,7304.36
24357,03,2023,PalmBeach,1338.48,1606.18
24358,03,2023,PalmBeach,1338.48,1606.18
24359,03,2023,PalmBeach,1338.48,1606.18
24360,03,2023,PalmBeach,4369.94,5243.93
24362,03,2023,PalmBeach,8702.63,10443.16
24363,03,2023,PalmBeach,15224.05,18268.86
24365,03,2023,PalmBeach,9306.8,11168.16
24366,03,2023,PalmBeach,9195.84,11035.01
24400,03,2023,PalmBeach,3815.9,4579.08
24430,03,2023,PalmBeach,8370.84,10045.01
24435,03,2023,PalmBeach,8552.99,10263.59
24495,03,2023,PalmBeach,2968.57,3562.28
24500,03,2023,PalmBeach,101.97,122.36
24505,03,2023,PalmBeach,708.23,849.88
24515,03,2023,PalmBeach,8168.51,9802.21
24516,03,2023,PalmBeach,8305.26,9966.31
24530,03,2023,PalmBeach,101.97,122.36
24535,03,2023,PalmBeach,708.23,849.88
24538,03,2023,PalmBeach,2968.57,3562.28
24545,03,2023,PalmBeach,8636.5,10363.8
24546,03,2023,PalmBeach,8879.18,10655.02
24560,03,2023,PalmBeach,101.97,122.36
24565,03,2023,PalmBeach,708.23,849.88
24575,03,2023,PalmBeach,8230.72,9876.86
24576,03,2023,PalmBeach,101.97,122.36
24577,03,2023,PalmBeach,708.23,849.88
24579,03,2023,PalmBeach,8165.16,9798.19
24586,03,2023,PalmBeach,8517.68,10221.22
24600,03,2023,PalmBeach,101.97,122.36
24605,03,2023,PalmBeach,708.23,849.88
24615,03,2023,PalmBeach,3826.28,4591.54
24620,03,2023,PalmBeach,708.23,849.88
24635,03,2023,PalmBeach,4111.1,4933.32
24650,03,2023,PalmBeach,101.97,122.36
24655,03,2023,PalmBeach,708.23,849.88
24665,03,2023,PalmBeach,2968.57,3562.28
24666,03,2023,PalmBeach,9372.38,11246.86
24670,03,2023,PalmBeach,101.97,122.36
24675,03,2023,PalmBeach,708.23,849.88
24685,03,2023,PalmBeach,3893.25,4671.9
24800,03,2023,PalmBeach,2968.57,3562.28
24802,03,2023,PalmBeach,6086.97,7304.36
24925,03,2023,PalmBeach,1338.48,1606.18
25000,03,2023,PalmBeach,708.23,849.88
25001,03,2023,PalmBeach,1338.48,1606.18
25020,03,2023,PalmBeach,708.23,849.88
25023,03,2023,PalmBeach,1338.48,1606.18
25024,03,2023,PalmBeach,1338.48,1606.18
25025,03,2023,PalmBeach,708.23,849.88
25028,03,2023,PalmBeach,1338.48,1606.18
25035,03,2023,PalmBeach,2968.57,3562.28
25040,03,2023,PalmBeach,1338.48,1606.18
25065,03,2023,PalmBeach,172.16,206.59
25066,03,2023,PalmBeach,1014.58,1217.5
25071,03,2023,PalmBeach,602.7,723.24
25073,03,2023,PalmBeach,1014.58,1217.5
25075,03,2023,PalmBeach,602.7,723.24
25076,03,2023,PalmBeach,602.7,723.24
25077,03,2023,PalmBeach,1014.58,1217.5
25085,03,2023,PalmBeach,1338.48,1606.18
25100,03,2023,PalmBeach,1338.48,1606.18
25101,03,2023,PalmBeach,1338.48,1606.18
25105,03,2023,PalmBeach,1338.48,1606.18
25107,03,2023,PalmBeach,1338.48,1606.18
25110,03,2023,PalmBeach,708.23,849.88
25111,03,2023,PalmBeach,708.23,849.88
25112,03,2023,PalmBeach,708.23,849.88
25115,03,2023,PalmBeach,708.23,849.88
25116,03,2023,PalmBeach,1338.48,1606.18
25118,03,2023,PalmBeach,708.23,849.88
25119,03,2023,PalmBeach,1338.48,1606.18
25120,03,2023,PalmBeach,1338.48,1606.18
25125,03,2023,PalmBeach,708.23,849.88
25126,03,2023,PalmBeach,1720.51,2064.61
25130,03,2023,PalmBeach,1338.48,1606.18
25135,03,2023,PalmBeach,2968.57,3562.28
25136,03,2023,PalmBeach,2968.57,3562.28
25145,03,2023,PalmBeach,1338.48,1606.18
25150,03,2023,PalmBeach,1338.48,1606.18
25151,03,2023,PalmBeach,1338.48,1606.18
25210,03,2023,PalmBeach,1338.48,1606.18
25215,03,2023,PalmBeach,1338.48,1606.18
25230,03,2023,PalmBeach,1338.48,1606.18
25240,03,2023,PalmBeach,1338.48,1606.18
25248,03,2023,PalmBeach,708.23,849.88
25250,03,2023,PalmBeach,708.23,849.88
25251,03,2023,PalmBeach,1338.48,1606.18
25259,03,2023,PalmBeach,708.23,849.88
25260,03,2023,PalmBeach,1338.48,1606.18
25263,03,2023,PalmBeach,2968.57,3562.28
25265,03,2023,PalmBeach,1338.48,1606.18
25270,03,2023,PalmBeach,1338.48,1606.18
25272,03,2023,PalmBeach,1338.48,1606.18
25274,03,2023,PalmBeach,1338.48,1606.18
25275,03,2023,PalmBeach,1338.48,1606.18
25280,03,2023,PalmBeach,1338.48,1606.18
25290,03,2023,PalmBeach,1338.48,1606.18
25295,03,2023,PalmBeach,1338.48,1606.18
25300,03,2023,PalmBeach,1338.48,1606.18
25301,03,2023,PalmBeach,1338.48,1606.18
25310,03,2023,PalmBeach,1338.48,1606.18
25312,03,2023,PalmBeach,1338.48,1606.18
25315,03,2023,PalmBeach,2968.57,3562.28
25316,03,2023,PalmBeach,2968.57,3562.28
25320,03,2023,PalmBeach,2968.57,3562.28
25332,03,2023,PalmBeach,1774.5,2129.4
25335,03,2023,PalmBeach,1338.48,1606.18
25337,03,2023,PalmBeach,2968.57,3562.28
25350,03,2023,PalmBeach,4196.92,5036.3
25355,03,2023,PalmBeach,1338.48,1606.18
25360,03,2023,PalmBeach,2968.57,3562.28
25365,03,2023,PalmBeach,6086.97,7304.36
25390,03,2023,PalmBeach,4030.74,4836.89
25391,03,2023,PalmBeach,9114.57,10937.48
25394,03,2023,PalmBeach,1338.48,1606.18
25400,03,2023,PalmBeach,4131.04,4957.25
