CPT,LOCALITY,YEAR,NON_FAC_LC,OCSF_STANDARD_FEE
22856,03,2023,2026.38,10450.0
22857,03,2023,2116.16,13373.0
22858,03,2023,631.62,3300.0
22859,03,2023,417.17,2008.0
22861,03,2023,2993.56,12000.0
22865,03,2023,2912.1,12000.0
22867,03,2023,1341.32,5684.0
22868,03,2023,307.33,1440.0
22869,03,2023,495.75,3078.0
22870,03,2023,135.81,836.0
23020,03,2023,826.63,3795.0
23035,03,2023,817.07,1980.0
23040,03,2023,859.08,2806.0
23044,03,2023,683.11,3300.0
23071,03,2023,507.52,1229.0
23073,03,2023,842.51,2174.0
23076,03,2023,654.05,2120.0
23101,03,2023,547.26,1320.0
23105,03,2023,764.94,1100.0
23120,03,2023,702.57,2640.0
23130,03,2023,739.4,2970.0
23140,03,2023,665.85,3630.0
23150,03,2023,799.72,2200.0
23156,03,2023,814.85,2200.0
23180,03,2023,793.49,3606.0
23182,03,2023,803.74,3300.0
23333,03,2023,565.73,2530.0
23335,03,2023,1513.3,6600.0
23397,03,2023,1363.88,6600.0
23405,03,2023,734.39,2310.0
23406,03,2023,885.16,4400.0
23410,03,2023,981.55,3630.0
23412,03,2023,1020.03,3630.0
23415,03,2023,835.87,2970.0
23420,03,2023,1165.65,4400.0
23430,03,2023,889.16,2860.0
23440,03,2023,905.98,2750.0
23455,03,2023,1181.8,4070.0
23460,03,2023,1306.42,4011.0
23462,03,2023,1280.9,5830.0
23465,03,2023,1340.16,4006.0
23466,03,2023,1339.07,3850.0
23470,03,2023,1430.49,5280.0
23472,03,2023,1727.49,6380.0
23473,03,2023,1924.39,7927.0
23474,03,2023,2079.35,9768.0
23485,03,2023,1142.53,2750.0
23515,03,2023,862.48,2970.0
23550,03,2023,684.66,2080.0
23552,03,2023,774.57,2343.0
23585,03,2023,1168.3,5500.0
23615,03,2023,1056.25,3630.0
23616,03,2023,1480.12,5203.0
23630,03,2023,933.18,2970.0
23655,03,2023,487.69,825.0
23660,03,2023,702.75,3190.0
23670,03,2023,1040.98,2121.0
23680,03,2023,1113.66,5060.0
23700,03,2023,233.78,605.0
23800,03,2023,1230.21,1903.0
23802,03,2023,1535.13,2115.0
23935,03,2023,611.9,928.0
24000,03,2023,572.45,1954.0
24006,03,2023,851.65,2640.0
24071,03,2023,490.09,1320.0
24073,03,2023,836.56,3520.0
24076,03,2023,657.42,1925.0
24077,03,2023,1249.18,2079.0
24100,03,2023,502.56,1097.0
24101,03,2023,602.65,2704.0
24102,03,2023,736.09,1320.0
24105,03,2023,427.85,1925.0
24115,03,2023,884.61,3601.0
24116,03,2023,1031.93,3300.0
24120,03,2023,636.46,1870.0
24130,03,2023,613.18,1842.0
24134,03,2023,896.31,1811.0
24136,03,2023,758.88,1811.0
24138,03,2023,821.63,2189.0
24140,03,2023,843.68,2607.0
24145,03,2023,713.07,1466.0
24147,03,2023,750.4,1230.0
24149,03,2023,1405.73,3709.0
24150,03,2023,1848.89,2586.0
24152,03,2023,1607.49,2377.0
24155,03,2023,1022.45,2463.0
24160,03,2023,1499.47,2106.0
24164,03,2023,869.21,790.0
24300,03,2023,513.66,1186.0
24301,03,2023,902.47,1927.0
24305,03,2023,690.55,1959.0
24310,03,2023,568.89,1903.0
24320,03,2023,936.44,2603.0
24330,03,2023,861.7,1673.0
24331,03,2023,941.93,2210.0
24332,03,2023,737.65,1695.0
24340,03,2023,715.01,2145.0
24341,03,2023,889.78,4070.0
24342,03,2023,926.09,2750.0
24343,03,2023,851.71,2090.0
24344,03,2023,1299.16,3025.0
24345,03,2023,847.57,2382.0
24346,03,2023,1320.53,3630.0
24357,03,2023,487.56,1342.0
24358,03,2023,631.18,1760.0
24359,03,2023,792.8,1870.0
24360,03,2023,1082.01,2200.0
24362,03,2023,1272.18,5940.0
24363,03,2023,1731.02,4400.0
24365,03,2023,768.98,2750.0
24366,03,2023,813.11,2970.0
24400,03,2023,991.4,2420.0
24430,03,2023,1262.57,3494.0
24435,03,2023,1288.05,3300.0
24495,03,2023,1087.68,1825.0
24515,03,2023,1053.79,2970.0
24516,03,2023,1029.61,2750.0
24538,03,2023,943.44,2200.0
24545,03,2023,1108.22,5500.0
24546,03,2023,1239.73,3069.0
24575,03,2023,874.52,2640.0
24579,03,2023,997.96,3120.0
24586,03,2023,1299.64,3468.0
24605,03,2023,572.54,935.0
24615,03,2023,855.39,2750.0
24620,03,2023,704.25,1100.0
24635,03,2023,808.25,3025.0
24665,03,2023,783.53,2365.0
24666,03,2023,876.1,2075.0
24685,03,2023,780.37,3300.0
24800,03,2023,998.29,2947.0
24802,03,2023,1200.84,3466.0
24900,03,2023,883.37,2915.0
24920,03,2023,879.74,1683.0
24925,03,2023,682.97,1002.0
24930,03,2023,927.03,1815.0
25000,03,2023,409.52,1870.0
25001,03,2023,410.8,1047.0
25020,03,2023,867.63,880.0
25023,03,2023,1543.61,1636.0
25024,03,2023,926.32,4045.0
25025,03,2023,1469.35,6710.0
25028,03,2023,808.9,720.0
25035,03,2023,700.2,1181.0
25040,03,2023,667.68,1226.0
25066,03,2023,437.31,1540.0
25071,03,2023,510.58,1870.0
25073,03,2023,643.22,1650.0
25076,03,2023,619.58,937.0
25077,03,2023,1065.6,2039.0
25085,03,2023,534.32,1143.0
25100,03,2023,418.2,1008.0
25101,03,2023,482.58,1130.0
25105,03,2023,582.1,1505.0
25107,03,2023,733.82,1242.0
25110,03,2023,413.37,846.0
25111,03,2023,385.85,1312.0
25112,03,2023,465.77,1093.0
25115,03,2023,901.3,3389.0
25116,03,2023,718.05,1801.0
25118,03,2023,455.44,2706.0
25119,03,2023,602.01,1736.0
25120,03,2023,599.16,1521.0
25125,03,2023,714.31,1820.0
25126,03,2023,719.06,1714.0
25130,03,2023,536.87,1050.0
25135,03,2023,670.56,1426.0
25136,03,2023,596.9,1231.0
25145,03,2023,624.55,1658.0
25150,03,2023,677.66,1421.0
25151,03,2023,698.42,1440.0
25170,03,2023,1758.01,2642.0
25210,03,2023,588.03,1265.0
25215,03,2023,739.38,2660.0
25230,03,2023,516.15,1771.0
25240,03,2023,512.82,1118.0
25248,03,2023,498.23,2030.0
25250,03,2023,638.78,660.0
25251,03,2023,863.19,2310.0
25259,03,2023,509.53,1213.0
25260,03,2023,758.11,3226.0
25263,03,2023,759.04,1471.0
25265,03,2023,894.2,1927.0
25270,03,2023,589.44,1540.0
25272,03,2023,671.7,1214.0
25274,03,2023,792.8,2189.0
25275,03,2023,802.31,2178.0
25280,03,2023,674.3,3080.0
25290,03,2023,519.11,2420.0
25295,03,2023,629.4,2614.0
25300,03,2023,827.26,1858.0
25301,03,2023,768.38,1702.0
25310,03,2023,741.3,3198.0
25312,03,2023,857.71,2054.0
25315,03,2023,923.76,1918.0
25316,03,2023,1098.99,2328.0
25320,03,2023,1172.8,2980.0
25332,03,2023,1008.23,2049.0
25335,03,2023,1133.1,3345.0
25337,03,2023,1055.1,3182.0
25350,03,2023,805.88,3335.0
25355,03,2023,916.7,2202.0
25360,03,2023,783.88,1971.0
25365,03,2023,1100.1,3960.0
25390,03,2023,918.19,3661.0
25391,03,2023,1194.18,2637.0
25394,03,2023,939.6,4400.0
25400,03,2023,960.4,2248.0
25405,03,2023,1237.01,2695.0
25415,03,2023,1160.45,2200.0
25430,03,2023,876.93,2336.0
25431,03,2023,944.95,4400.0
25440,03,2023,916.17,3850.0
25441,03,2023,1125.53,3960.0
25442,03,2023,965.68,3300.0
25443,03,2023,941.21,3410.0
25444,03,2023,987.4,3300.0
25445,03,2023,861.71,3080.0
25446,03,2023,1396.65,5060.0
25447,03,2023,990.89,3520.0
25449,03,2023,1232.78,4510.0
25515,03,2023,800.32,2750.0
25525,03,2023,944.84,2395.0
25526,03,2023,1145.33,3363.0
25545,03,2023,746.94,2750.0
25574,03,2023,807.95,2157.0
25575,03,2023,1081.03,3300.0
25606,03,2023,797.75,2200.0
25607,03,2023,883.59,4400.0
25608,03,2023,988.27,4620.0
25609,03,2023,1253.94,5830.0
25628,03,2023,857.44,2435.0
25645,03,2023,686.53,1253.0
25651,03,2023,584.45,1430.0
25652,03,2023,745.03,1925.0
25660,03,2023,537.82,595.0
25670,03,2023,728.62,1541.0
25671,03,2023,634.57,1614.0
25676,03,2023,753.1,1455.0
25680,03,2023,635.97,849.0
25685,03,2023,882.39,1894.0
25690,03,2023,589.05,986.0
25695,03,2023,761.71,2323.0
25800,03,2023,874.53,2805.0
25805,03,2023,1016.32,2670.0
25810,03,2023,1033.85,2685.0
25820,03,2023,772.01,1988.0
25825,03,2023,941.09,2650.0
25830,03,2023,1194.47,4180.0
25900,03,2023,856.09,1695.0
25905,03,2023,842.0,1583.0
25907,03,2023,736.79,935.0
25909,03,2023,823.09,1646.0
25915,03,2023,1399.6,1588.0
25920,03,2023,872.01,1596.0
25922,03,2023,771.34,883.0
25924,03,2023,851.63,1591.0
25927,03,2023,1025.29,1666.0
25929,03,2023,717.88,833.0
25931,03,2023,946.19,1541.0
26020,03,2023,662.11,1353.0
26025,03,2023,499.64,1404.0
26030,03,2023,585.91,1301.0
26034,03,2023,655.65,946.0
26035,03,2023,1029.36,1766.0
26037,03,2023,672.09,1936.0
26040,03,2023,376.0,1705.0
26060,03,2023,301.01,406.0
26070,03,2023,383.27,842.0
26075,03,2023,403.21,790.0
26080,03,2023,473.19,2213.0
26100,03,2023,405.22,845.0
26105,03,2023,408.78,2118.0
26110,03,2023,387.26,693.0
26111,03,2023,495.54,1280.0
26113,03,2023,651.2,1687.0
26116,03,2023,625.4,2228.0
26117,03,2023,884.92,2464.0
26121,03,2023,715.73,1859.0
26123,03,2023,996.47,3402.0
26125,03,2023,320.68,2713.0
26130,03,2023,561.75,1110.0
26135,03,2023,661.48,3095.0
26140,03,2023,604.54,2891.0
26145,03,2023,615.3,2974.0
26170,03,2023,486.72,1148.0
26180,03,2023,535.08,1878.0
26185,03,2023,664.86,1906.0
26200,03,2023,539.29,2420.0
26205,03,2023,726.19,1100.0
26210,03,2023,533.23,838.0
26215,03,2023,681.49,2828.0
26230,03,2023,597.55,933.0
26235,03,2023,587.16,1144.0
26236,03,2023,525.87,2316.0
26250,03,2023,1274.67,1456.0
26260,03,2023,955.58,1358.0
26262,03,2023,754.95,1394.0
26320,03,2023,415.96,2174.0
26340,03,2023,415.32,1056.0
26350,03,2023,876.0,2002.0
26352,03,2023,983.3,1712.0
26356,03,2023,943.44,3803.0
26357,03,2023,1064.14,3850.0
26358,03,2023,1173.86,1893.0
26370,03,2023,923.64,3403.0
26372,03,2023,1083.63,1848.0
26373,03,2023,1042.56,1722.0
26390,03,2023,1044.43,1431.0
26392,03,2023,1187.8,1707.0
26410,03,2023,706.1,2656.0
26412,03,2023,844.61,1115.0
26415,03,2023,1009.51,1309.0
26416,03,2023,1093.49,1615.0
26418,03,2023,729.5,3080.0
26420,03,2023,875.52,1187.0
26426,03,2023,601.38,1201.0
26428,03,2023,943.21,1422.0
26432,03,2023,638.47,2640.0
26433,03,2023,673.62,2805.0
26434,03,2023,822.74,1145.0
26437,03,2023,786.33,2581.0
26440,03,2023,763.11,2983.0
26442,03,2023,1165.59,3541.0
26445,03,2023,710.26,2856.0
26449,03,2023,829.6,1176.0
26450,03,2023,546.77,651.0
26455,03,2023,543.81,684.0
26460,03,2023,527.2,1490.0
26471,03,2023,776.37,2540.0
26474,03,2023,770.03,872.0
26476,03,2023,759.2,872.0
26477,03,2023,735.54,966.0
26478,03,2023,782.63,3300.0
26479,03,2023,798.05,3245.0
26480,03,2023,922.99,2937.0
26483,03,2023,1026.43,1679.0
26485,03,2023,984.62,1444.0
26489,03,2023,1144.51,1603.0
26490,03,2023,996.06,1529.0
26492,03,2023,1102.71,1855.0
26494,03,2023,1000.06,1652.0
26496,03,2023,1078.81,1930.0
26497,03,2023,1077.69,1735.0
26498,03,2023,1406.91,2465.0
26499,03,2023,1037.0,2554.0
26500,03,2023,781.46,2700.0
26502,03,2023,896.0,1544.0
26508,03,2023,796.69,1270.0
26510,03,2023,757.5,1478.0
26516,03,2023,877.72,1150.0
26517,03,2023,1030.47,1495.0
26518,03,2023,1043.89,1703.0
26520,03,2023,800.43,3037.0
26525,03,2023,804.37,3052.0
26530,03,2023,643.39,2310.0
26531,03,2023,752.76,2640.0
26535,03,2023,520.8,1760.0
26536,03,2023,880.86,2970.0
26540,03,2023,825.31,2715.0
26541,03,2023,986.39,1781.0
26542,03,2023,850.88,2766.0
26545,03,2023,865.34,1317.0
26546,03,2023,1225.77,2020.0
26548,03,2023,947.04,2816.0
26550,03,2023,1974.43,2478.0
26555,03,2023,1654.95,1899.0
26556,03,2023,4071.58,12749.0
26560,03,2023,751.91,1518.0
26561,03,2023,1171.27,1960.0
26562,03,2023,1639.58,2332.0
26565,03,2023,843.27,3000.0
26567,03,2023,849.57,1232.0
26568,03,2023,1103.81,1760.0
26580,03,2023,1838.67,2852.0
26587,03,2023,1249.03,1166.0
26590,03,2023,1713.43,1260.0
26591,03,2023,570.16,2199.0
26593,03,2023,757.84,2398.0
26596,03,2023,974.56,1722.0
26607,03,2023,607.0,1925.0
26608,03,2023,574.79,1745.0
26615,03,2023,684.78,1816.0
26650,03,2023,572.74,1049.0
26665,03,2023,741.4,3520.0
26676,03,2023,606.61,794.0
26685,03,2023,684.48,1223.0
26686,03,2023,747.31,2376.0
26706,03,2023,530.38,913.0
26715,03,2023,682.63,1278.0
26727,03,2023,565.14,1857.0
26735,03,2023,708.06,2200.0
26746,03,2023,883.87,1943.0
26756,03,2023,505.17,1430.0
26765,03,2023,598.57,1155.0
26776,03,2023,535.64,1430.0
26785,03,2023,652.76,1588.0
26820,03,2023,984.86,1419.0
26841,03,2023,911.1,1313.0
26842,03,2023,988.43,1573.0
26843,03,2023,928.02,1316.0
26844,03,2023,1022.23,4730.0
26850,03,2023,867.49,2808.0
26852,03,2023,984.21,1530.0
26860,03,2023,718.92,2970.0
26861,03,2023,120.38,374.0
26862,03,2023,903.41,2929.0
26863,03,2023,271.61,453.0
26910,03,2023,903.35,1140.0
26951,03,2023,823.55,3300.0
26952,03,2023,807.25,3300.0
26990,03,2023,810.55,3033.0
26992,03,2023,1203.61,1650.0
27001,03,2023,648.47,660.0
27005,03,2023,856.37,3300.0
27006,03,2023,839.65,4400.0
27025,03,2023,1101.55,5500.0
27030,03,2023,1122.62,5500.0
27035,03,2023,1267.49,4730.0
27036,03,2023,1217.05,3264.0
27041,03,2023,849.88,550.0
27045,03,2023,888.33,4070.0
27062,03,2023,543.63,1296.0
27066,03,2023,983.49,1650.0
27071,03,2023,1161.62,5500.0
27080,03,2023,620.17,2519.0
27087,03,2023,747.65,2181.0
27090,03,2023,996.48,3630.0
27091,03,2023,1907.99,7150.0
27097,03,2023,820.5,3740.0
27120,03,2023,1555.22,7150.0
27122,03,2023,1320.22,4840.0
27125,03,2023,1353.65,4950.0
27130,03,2023,1539.6,6600.0
27132,03,2023,2000.96,7700.0
27134,03,2023,2284.05,8470.0
27137,03,2023,1755.27,6490.0
27138,03,2023,1823.55,6710.0
27161,03,2023,1460.17,6820.0
27165,03,2023,1644.65,4400.0
27170,03,2023,1405.86,6490.0
27176,03,2023,1104.91,2200.0
27179,03,2023,1173.06,5170.0
27181,03,2023,1340.36,6000.0
27197,03,2023,157.8,629.0
27228,03,2023,2251.44,7034.0
27235,03,2023,1083.8,3630.0
27236,03,2023,1426.44,4070.0
27238,03,2023,559.84,1600.0
27240,03,2023,1146.76,2636.0
27244,03,2023,1468.78,4008.0
27245,03,2023,1466.4,3850.0
27248,03,2023,893.44,4180.0
27250,03,2023,222.31,868.0
27252,03,2023,906.22,1285.0
27253,03,2023,1126.08,2692.0
27254,03,2023,1522.47,7040.0
27265,03,2023,500.81,1100.0
27266,03,2023,700.63,1980.0
27267,03,2023,527.08,2200.0
27268,03,2023,653.64,2640.0
27269,03,2023,1486.66,6600.0
27279,03,2023,980.21,5500.0
27280,03,2023,1688.5,5500.0
27303,03,2023,764.71,3527.0
27305,03,2023,578.61,1577.0
27310,03,2023,877.48,2626.0
27324,03,2023,493.3,825.0
27328,03,2023,752.84,3300.0
27329,03,2023,1257.92,3885.0
27331,03,2023,571.27,3300.0
27333,03,2023,706.31,3300.0
27334,03,2023,823.66,2307.0
27335,03,2023,917.07,2793.0
27337,03,2023,506.78,2310.0
27339,03,2023,910.65,3751.0
27340,03,2023,446.72,2200.0
27345,03,2023,580.89,3300.0
27347,03,2023,631.14,1594.0
27350,03,2023,783.84,2310.0
27355,03,2023,728.78,2750.0
27365,03,2023,2459.17,8000.0
27380,03,2023,743.63,2200.0
27381,03,2023,979.58,3410.0
27385,03,2023,720.89,2420.0
27386,03,2023,1020.24,4620.0
27403,03,2023,772.07,3630.0
27405,03,2023,808.6,3300.0
27407,03,2023,953.66,3960.0
27412,03,2023,1972.49,5115.0
27415,03,2023,1642.19,4950.0
27416,03,2023,1175.76,4840.0
27418,03,2023,991.91,2549.0
27420,03,2023,894.16,4125.0
27422,03,2023,888.45,4125.0
27424,03,2023,898.4,3592.0
27425,03,2023,541.87,3300.0
27427,03,2023,848.7,2660.0
27428,03,2023,1335.6,6270.0
27429,03,2023,1504.94,4400.0
27430,03,2023,889.42,2200.0
27437,03,2023,792.02,2090.0
27441,03,2023,988.41,4565.0
27445,03,2023,1502.01,6963.0
27446,03,2023,1373.34,5060.0
27447,03,2023,1537.81,6600.0
27450,03,2023,1215.14,5230.0
27455,03,2023,1150.62,4840.0
27457,03,2023,1152.28,3300.0
27466,03,2023,1418.73,6120.0
27470,03,2023,1413.08,3630.0
27472,03,2023,1514.59,5225.0
27486,03,2023,1680.15,6160.0
27487,03,2023,2098.97,7700.0
27488,03,2023,1436.22,5280.0
27496,03,2023,654.68,1650.0
27498,03,2023,787.03,3437.0
27502,03,2023,911.0,1870.0
27506,03,2023,1600.69,3630.0
27507,03,2023,1160.03,5500.0
27509,03,2023,805.71,3300.0
27510,03,2023,821.02,1320.0
27511,03,2023,1194.68,2508.0
27513,03,2023,1483.84,7040.0
27514,03,2023,1157.08,3740.0
27524,03,2023,901.87,3025.0
27535,03,2023,1074.94,2775.0
27536,03,2023,1420.58,3630.0
27540,03,2023,976.6,2200.0
27552,03,2023,757.87,3520.0
27556,03,2023,1051.89,4781.0
27562,03,2023,587.92,825.0
27566,03,2023,1069.44,3092.0
27570,03,2023,182.18,2200.0
27590,03,2023,959.05,3300.0
27600,03,2023,482.07,1760.0
27602,03,2023,581.26,1622.0
27610,03,2023,764.6,2212.0
27619,03,2023,555.0,2762.0
27620,03,2023,521.83,1980.0
27632,03,2023,493.7,1965.0
27635,03,2023,686.7,3300.0
27638,03,2023,886.9,2750.0
27640,03,2023,988.48,1944.0
27641,03,2023,771.95,2509.0
27650,03,2023,773.52,3300.0
27652,03,2023,773.75,2135.0
27654,03,2023,839.87,3960.0
27658,03,2023,433.14,840.0
27659,03,2023,549.91,1465.0
27664,03,2023,427.82,1265.0
27665,03,2023,494.78,1430.0
27675,03,2023,583.64,1650.0
27680,03,2023,491.1,1210.0
27687,03,2023,531.83,1658.0
27690,03,2023,748.47,1100.0
27691,03,2023,877.85,3300.0
27695,03,2023,569.93,1980.0
27696,03,2023,641.95,2970.0
27698,03,2023,755.85,3300.0
27700,03,2023,715.68,2530.0
27702,03,2023,1143.03,4290.0
27703,03,2023,1323.55,4950.0
27704,03,2023,672.84,2530.0
27707,03,2023,478.92,1322.0
27709,03,2023,1352.35,3088.0
27720,03,2023,1041.86,2530.0
27724,03,2023,1506.03,4840.0
27726,03,2023,1144.6,2522.0
27756,03,2023,689.83,1737.0
27758,03,2023,1071.75,4180.0
27759,03,2023,1193.45,3080.0
27766,03,2023,722.56,2420.0
27768,03,2023,536.52,2200.0
27769,03,2023,867.91,3520.0
27784,03,2023,848.39,4400.0
27792,03,2023,768.01,2420.0
27814,03,2023,912.5,3630.0
27822,03,2023,1037.43,4400.0
27823,03,2023,1171.27,4950.0
27826,03,2023,1013.12,4200.0
27827,03,2023,1334.07,3865.0
27828,03,2023,1583.11,4154.0
27829,03,2023,837.92,2530.0
27840,03,2023,466.04,2750.0
27842,03,2023,587.19,2200.0
27860,03,2023,192.69,660.0
27870,03,2023,1198.74,4235.0
27880,03,2023,1097.76,2750.0
27892,03,2023,641.7,1870.0
28005,03,2023,656.04,2420.0
28041,03,2023,522.11,1304.0
28055,03,2023,441.46,1320.0
28300,03,2023,768.46,2399.0
28415,03,2023,1328.52,4400.0
28436,03,2023,587.52,1540.0
28445,03,2023,1231.37,2750.0
28465,03,2023,741.51,2640.0
28476,03,2023,452.43,1045.0
28485,03,2023,653.28,1650.0
28606,03,2023,455.03,1100.0
28615,03,2023,972.03,2750.0
28705,03,2023,1439.57,4950.0
28715,03,2023,1110.93,5775.0
28725,03,2023,916.24,2903.0
28730,03,2023,855.07,3520.0
28805,03,2023,826.23,2212.0
28810,03,2023,495.49,2640.0
29805,03,2023,559.04,1279.0
29806,03,2023,1262.9,4400.0
29807,03,2023,1235.32,4400.0
29819,03,2023,700.54,2420.0
29820,03,2023,636.44,3300.0
29821,03,2023,709.21,3740.0
29822,03,2023,645.31,3300.0
29823,03,2023,708.11,3300.0
29824,03,2023,808.13,3520.0
29825,03,2023,700.54,2420.0
29826,03,2023,206.62,3300.0
29827,03,2023,1276.87,3850.0
29828,03,2023,1093.33,2970.0
29837,03,2023,629.3,1921.0
29838,03,2023,709.72,2098.0
29840,03,2023,536.61,2238.0
29843,03,2023,582.1,2981.0
29844,03,2023,595.7,2838.0
29845,03,2023,700.36,4966.0
29846,03,2023,623.65,2860.0
29847,03,2023,652.1,5815.0
29848,03,2023,608.71,2308.0
29850,03,2023,747.18,3410.0
29851,03,2023,1113.4,4850.0
29855,03,2023,932.31,3410.0
29856,03,2023,1188.64,5500.0
29862,03,2023,968.23,3300.0
29863,03,2023,967.05,4510.0
29866,03,2023,1257.71,3850.0
29867,03,2023,1529.34,6600.0
29868,03,2023,1998.89,9240.0
29871,03,2023,615.98,2640.0
29873,03,2023,636.31,2750.0
29874,03,2023,639.33,3300.0
29875,03,2023,592.7,2530.0
29876,03,2023,779.34,3850.0
29877,03,2023,741.9,3850.0
29879,03,2023,790.54,3850.0
29880,03,2023,671.34,3850.0
29881,03,2023,645.31,3850.0
29882,03,2023,823.68,3630.0
29883,03,2023,1009.36,3300.0
29884,03,2023,739.75,3300.0
29885,03,2023,904.45,2564.0
29886,03,2023,762.08,3850.0
29887,03,2023,900.82,4180.0
29888,03,2023,1163.83,5060.0
29889,03,2023,1463.79,6820.0
29891,03,2023,790.04,2209.0
29892,03,2023,748.99,2530.0
29894,03,2023,585.48,3300.0
29895,03,2023,544.33,3520.0
29897,03,2023,587.7,2750.0
29898,03,2023,660.23,3300.0
29900,03,2023,600.92,1515.0
29901,03,2023,645.19,2200.0
29902,03,2023,685.38,1800.0
29904,03,2023,765.58,3300.0
29905,03,2023,586.85,3300.0
29906,03,2023,753.9,2365.0
29907,03,2023,1049.75,4400.0
29914,03,2023,1186.07,3740.0
29915,03,2023,1214.92,5610.0
29916,03,2023,1216.03,4400.0
32551,03,2023,185.51,634.0
32601,03,2023,373.52,1200.0
32905,03,2023,1622.43,4345.0
34111,03,2023,728.94,1262.0
34490,03,2023,787.84,928.0
34520,03,2023,1211.39,2988.0
35045,03,2023,1181.14,1966.0
35141,03,2023,1333.95,2490.0
35184,03,2023,1180.31,2172.0
35190,03,2023,927.51,2066.0
35201,03,2023,1135.72,2318.0
35206,03,2023,951.3,2318.0
35207,03,2023,901.35,5698.0
35236,03,2023,1207.94,2705.0
35266,03,2023,1047.53,1795.0
35860,03,2023,1022.13,1218.0
35875,03,2023,718.98,1454.0
36640,03,2023,132.44,395.0
37618,03,2023,469.83,1304.0
38230,03,2023,244.23,1033.0
61783,03,2023,295.58,1210.0
62268,03,2023,295.19,1217.0
62287,03,2023,648.5,2664.0
62350,03,2023,475.69,925.0
62362,03,2023,466.05,951.0
63001,03,2023,1568.08,3946.0
63003,03,2023,1563.93,5610.0
63005,03,2023,1515.81,5335.0
63011,03,2023,1342.92,6600.0
63012,03,2023,1505.28,5374.0
63015,03,2023,1884.35,5356.0
63016,03,2023,1942.96,6930.0
63017,03,2023,1608.75,5500.0
63020,03,2023,1366.09,6710.0
63030,03,2023,1132.83,10000.0
63035,03,2023,293.88,5500.0
63042,03,2023,1605.15,14000.0
63045,03,2023,1626.27,4604.0
63046,03,2023,1540.26,4961.0
63047,03,2023,1378.21,5092.0
63048,03,2023,263.68,1045.0
63052,03,2023,324.45,1360.0
63053,03,2023,286.75,1200.0
63056,03,2023,1875.91,10994.0
63057,03,2023,407.07,1650.0
63075,03,2023,1699.69,6600.0
63076,03,2023,302.89,1263.0
63077,03,2023,1919.82,6964.0
63078,03,2023,268.56,880.0
63081,03,2023,2208.16,6600.0
63082,03,2023,333.06,1568.0
63085,03,2023,2418.92,4125.0
63086,03,2023,236.14,745.0
63087,03,2023,3026.63,10655.0
63088,03,2023,325.66,1154.0
63090,03,2023,2403.7,8855.0
63091,03,2023,217.71,536.0
63102,03,2023,2874.09,8250.0
63185,03,2023,1410.81,6600.0
63190,03,2023,1486.66,7370.0
63267,03,2023,1729.63,6325.0
63272,03,2023,2368.0,8250.0
63276,03,2023,2287.13,10450.0
63277,03,2023,1984.06,6050.0
63282,03,2023,2552.02,8250.0
63300,03,2023,2293.56,6218.0
63655,03,2023,1049.54,2806.0
63662,03,2023,1062.15,3300.0
63685,03,2023,434.64,1793.0
63688,03,2023,450.74,1409.0
63707,03,2023,1178.62,3062.0
63709,03,2023,1394.82,4950.0
63710,03,2023,1335.03,6600.0
64416,03,2023,90.64,330.0
64628,03,2023,553.31,7464.0
64629,03,2023,259.56,1487.0
64702,03,2023,606.36,1110.0
64704,03,2023,375.61,2200.0
64708,03,2023,589.62,1773.0
64712,03,2023,710.83,3095.0
64713,03,2023,964.48,2672.0
64714,03,2023,913.93,3300.0
64716,03,2023,603.22,1674.0
64718,03,2023,717.2,1551.0
64719,03,2023,484.23,1694.0
64722,03,2023,437.22,1630.0
64726,03,2023,309.73,1210.0
64727,03,2023,209.56,1273.0
64772,03,2023,670.01,1906.0
64774,03,2023,508.63,2090.0
64776,03,2023,469.5,1168.0
64778,03,2023,217.69,316.0
64782,03,2023,533.12,1040.0
64783,03,2023,258.76,382.0
64784,03,2023,865.9,1285.0
64787,03,2023,280.43,2158.0
64788,03,2023,482.69,1562.0
64790,03,2023,1035.36,1250.0
64795,03,2023,238.05,526.0
64802,03,2023,1076.66,2023.0
64831,03,2023,822.66,2284.0
64832,03,2023,395.32,613.0
64834,03,2023,874.52,1283.0
64835,03,2023,977.86,1495.0
64836,03,2023,977.86,1588.0
64837,03,2023,435.88,695.0
64856,03,2023,1216.59,3200.0
64857,03,2023,1256.91,3490.0
64859,03,2023,296.19,560.0
64861,03,2023,1960.17,1866.0
64872,03,2023,138.65,289.0
64874,03,2023,206.93,289.0
64890,03,2023,1292.88,2090.0
64891,03,2023,1374.65,2196.0
64892,03,2023,1258.71,1917.0
64893,03,2023,1341.59,2106.0
64895,03,2023,1587.97,2439.0
64896,03,2023,1709.59,2741.0
64897,03,2023,1516.19,2368.0
64898,03,2023,1641.31,2666.0
64901,03,2023,711.02,977.0
64902,03,2023,823.87,1170.0
64910,03,2023,896.07,2260.0
64912,03,2023,1059.84,4400.0
69990,03,2023,281.24,734.0
70110,03,2023,13.26,121.0
70140,03,2023,11.03,72.0
70160,03,2023,9.55,107.0
70250,03,2023,9.92,185.0
70336,03,2023,79.4,1424.0
70540,03,2023,72.44,1424.0
70542,03,2023,87.17,1590.0
70543,03,2023,115.47,3014.0
70551,03,2023,80.14,1424.0
70552,03,2023,96.66,1590.0
70553,03,2023,123.54,3014.0
71100,03,2023,12.15,82.0
71101,03,2023,14.37,226.0
