CPT,LOCALITY,YEAR,NON_FAC_LC,OCSF_STANDARD_FEE
25449,04,2024,1301.71,4510.0
25515,04,2024,849.84,2750.0
25525,04,2024,1001.49,2395.0
25526,04,2024,1217.23,3363.0
25545,04,2024,789.87,2750.0
25574,04,2024,855.76,2157.0
25575,04,2024,1146.05,3300.0
25606,04,2024,846.73,2200.0
25607,04,2024,934.86,4400.0
25608,04,2024,1048.21,4620.0
25609,04,2024,1327.71,5830.0
25628,04,2024,905.77,2435.0
25645,04,2024,727.9,1253.0
25651,04,2024,619.69,1430.0
25652,04,2024,789.12,1925.0
25660,04,2024,571.09,595.0
25670,04,2024,770.42,1541.0
25671,04,2024,679.66,1614.0
25676,04,2024,796.58,1455.0
25680,04,2024,673.84,849.0
25685,04,2024,937.75,1894.0
25690,04,2024,627.11,986.0
25695,04,2024,808.83,2323.0
25800,04,2024,922.15,2805.0
25805,04,2024,1079.3,2670.0
25810,04,2024,1093.09,2685.0
25820,04,2024,810.91,1988.0
25825,04,2024,989.57,2650.0
25830,04,2024,1275.33,4180.0
25900,04,2024,907.66,1695.0
25905,04,2024,895.69,1583.0
25907,04,2024,783.29,935.0
25909,04,2024,872.64,1646.0
25915,04,2024,1490.47,1588.0
25920,04,2024,919.74,1596.0
25922,04,2024,813.26,883.0
25924,04,2024,898.77,1591.0
25927,04,2024,1069.03,1666.0
25929,04,2024,762.42,833.0
25931,04,2024,986.73,1541.0
26020,04,2024,698.76,1353.0
26025,04,2024,528.67,1404.0
26030,04,2024,620.4,1301.0
26034,04,2024,691.43,946.0
26035,04,2024,1092.72,1766.0
26037,04,2024,711.09,1936.0
26040,04,2024,395.41,1705.0
26060,04,2024,317.32,406.0
26070,04,2024,405.75,842.0
26075,04,2024,425.35,790.0
26080,04,2024,500.16,2213.0
26100,04,2024,429.85,845.0
26105,04,2024,432.05,2118.0
26110,04,2024,408.89,693.0
26111,04,2024,525.62,1280.0
26113,04,2024,688.87,1687.0
26116,04,2024,660.32,2228.0
26117,04,2024,937.89,2464.0
26121,04,2024,756.29,1859.0
26123,04,2024,1053.01,3402.0
26125,04,2024,340.88,2713.0
26130,04,2024,596.12,1110.0
26135,04,2024,697.46,3095.0
26140,04,2024,639.78,2891.0
26145,04,2024,650.37,2974.0
26170,04,2024,513.56,1148.0
26180,04,2024,565.75,1878.0
26185,04,2024,705.16,1906.0
26200,04,2024,569.21,2420.0
26205,04,2024,770.1,1100.0
26210,04,2024,563.54,838.0
26215,04,2024,722.49,2828.0
26230,04,2024,631.34,933.0
26235,04,2024,622.4,1144.0
26236,04,2024,558.24,2316.0
26250,04,2024,1357.55,1456.0
26260,04,2024,1014.8,1358.0
26262,04,2024,802.42,1394.0
26320,04,2024,437.81,2174.0
26340,04,2024,437.81,1056.0
26350,04,2024,906.74,2002.0
26352,04,2024,1015.51,1712.0
26356,04,2024,992.2,3803.0
26357,04,2024,1124.27,3850.0
26358,04,2024,1244.0,1893.0
26370,04,2024,954.76,3403.0
26372,04,2024,1127.42,1848.0
26373,04,2024,1082.2,1722.0
26390,04,2024,1090.16,1431.0
26392,04,2024,1239.83,1707.0
26410,04,2024,728.45,2656.0
26412,04,2024,872.76,1115.0
26415,04,2024,1050.1,1309.0
26416,04,2024,1140.57,1615.0
26418,04,2024,752.79,3080.0
26420,04,2024,907.22,1187.0
26426,04,2024,635.65,1201.0
26428,04,2024,979.27,1422.0
26432,04,2024,656.56,2640.0
26433,04,2024,693.3,2805.0
26434,04,2024,854.0,1145.0
26437,04,2024,813.36,2581.0
26440,04,2024,785.65,2983.0
26442,04,2024,1211.53,3541.0
26445,04,2024,726.56,2856.0
26449,04,2024,877.6,1176.0
26450,04,2024,564.08,651.0
26455,04,2024,560.74,684.0
26460,04,2024,547.41,1490.0
26471,04,2024,805.44,2540.0
26474,04,2024,798.33,872.0
26476,04,2024,787.89,872.0
26477,04,2024,764.85,966.0
26478,04,2024,802.76,3300.0
26479,04,2024,829.09,3245.0
26480,04,2024,953.84,2937.0
26483,04,2024,1066.16,1679.0
26485,04,2024,1021.26,1444.0
26489,04,2024,1192.04,1603.0
26490,04,2024,1037.85,1529.0
26492,04,2024,1151.56,1855.0
26494,04,2024,1042.97,1652.0
26496,04,2024,1127.18,1930.0
26497,04,2024,1125.17,1735.0
26498,04,2024,1475.81,2465.0
26499,04,2024,1080.32,2554.0
26500,04,2024,843.93,2700.0
26502,04,2024,933.26,1544.0
26508,04,2024,825.66,1270.0
26510,04,2024,781.02,1478.0
26516,04,2024,911.72,1150.0
26517,04,2024,1073.73,1495.0
26518,04,2024,1088.01,1703.0
26520,04,2024,824.57,3037.0
26525,04,2024,830.1,3052.0
26530,04,2024,682.71,2310.0
26531,04,2024,794.8,2640.0
26535,04,2024,549.9,1760.0
26536,04,2024,910.62,2970.0
26540,04,2024,855.26,2715.0
26541,04,2024,1029.09,1781.0
26542,04,2024,882.82,2766.0
26545,04,2024,899.38,1317.0
26546,04,2024,1276.4,2020.0
26548,04,2024,983.44,2816.0
26550,04,2024,2078.49,2478.0
26555,04,2024,1737.23,1899.0
26556,04,2024,4318.21,12749.0
26560,04,2024,780.53,1518.0
26561,04,2024,1224.59,1960.0
26562,04,2024,1725.49,2332.0
26565,04,2024,870.33,3000.0
26567,04,2024,881.03,1232.0
26568,04,2024,1146.65,1760.0
26580,04,2024,1939.23,2852.0
26587,04,2024,1327.1,1166.0
26590,04,2024,1803.6,1260.0
26591,04,2024,586.76,2199.0
26593,04,2024,783.46,2398.0
26596,04,2024,1020.59,1722.0
26607,04,2024,638.11,1925.0
26608,04,2024,607.19,1745.0
26615,04,2024,723.83,1816.0
26650,04,2024,604.34,1049.0
26665,04,2024,780.65,3520.0
26676,04,2024,640.57,794.0
26685,04,2024,717.61,1223.0
26686,04,2024,792.34,2376.0
26706,04,2024,558.73,913.0
26715,04,2024,721.63,1278.0
26727,04,2024,597.33,1857.0
26735,04,2024,749.81,2200.0
26746,04,2024,932.64,1943.0
26756,04,2024,531.91,1430.0
26765,04,2024,632.93,1155.0
26776,04,2024,564.55,1430.0
26785,04,2024,688.1,1588.0
26820,04,2024,1026.68,1419.0
26841,04,2024,950.97,1313.0
26842,04,2024,1029.79,1573.0
26843,04,2024,966.96,1316.0
26844,04,2024,1066.41,4730.0
26850,04,2024,899.14,2808.0
26852,04,2024,1026.08,1530.0
26860,04,2024,742.32,2970.0
26861,04,2024,129.13,374.0
26862,04,2024,940.52,2929.0
26863,04,2024,288.3,453.0
26910,04,2024,938.39,1140.0
26951,04,2024,857.61,3300.0
26952,04,2024,836.37,3300.0
26990,04,2024,855.09,3033.0
26992,04,2024,1277.64,1650.0
27001,04,2024,686.86,660.0
27005,04,2024,914.43,3300.0
27006,04,2024,884.26,4400.0
27025,04,2024,1178.47,5500.0
27030,04,2024,1193.01,5500.0
27035,04,2024,1298.5,4730.0
27036,04,2024,1294.45,3264.0
27041,04,2024,899.17,550.0
27045,04,2024,944.21,4070.0
27062,04,2024,575.64,1296.0
27066,04,2024,1034.82,1650.0
27071,04,2024,1223.76,5500.0
27080,04,2024,660.85,2519.0
27087,04,2024,798.28,2181.0
27090,04,2024,1054.05,3630.0
27091,04,2024,2031.22,7150.0
27097,04,2024,869.53,3740.0
27120,04,2024,1655.21,7150.0
27122,04,2024,1406.13,4840.0
27125,04,2024,1441.03,4950.0
27130,04,2024,1639.41,6600.0
27132,04,2024,2131.01,7700.0
27134,04,2024,2434.89,8470.0
27137,04,2024,1870.83,6490.0
27138,04,2024,1943.68,6710.0
27161,04,2024,1555.06,6820.0
27165,04,2024,1744.55,4400.0
27170,04,2024,1494.55,6490.0
27176,04,2024,1173.86,2200.0
27179,04,2024,1245.54,5170.0
27181,04,2024,1427.81,6000.0
27197,04,2024,165.99,629.0
27228,04,2024,2398.92,7034.0
27235,04,2024,1153.12,3630.0
27236,04,2024,1519.73,4070.0
27238,04,2024,595.54,1600.0
27240,04,2024,1213.35,2636.0
27244,04,2024,1563.32,4008.0
27245,04,2024,1560.38,3850.0
27248,04,2024,949.64,4180.0
27250,04,2024,239.13,868.0
27252,04,2024,958.04,1285.0
27253,04,2024,1196.82,2692.0
27254,04,2024,1621.67,7040.0
27265,04,2024,536.11,1100.0
27266,04,2024,741.96,1980.0
27267,04,2024,563.07,2200.0
27268,04,2024,694.52,2640.0
27269,04,2024,1582.93,6600.0
27279,04,2024,1020.6,5500.0
27280,04,2024,1837.22,5500.0
27303,04,2024,815.76,3527.0
27305,04,2024,612.37,1577.0
27310,04,2024,931.96,2626.0
27324,04,2024,525.91,825.0
27328,04,2024,804.76,3300.0
27329,04,2024,1348.87,3885.0
27331,04,2024,605.64,3300.0
27333,04,2024,749.55,3300.0
27334,04,2024,872.11,2307.0
27335,04,2024,976.1,2793.0
27337,04,2024,543.94,2310.0
27339,04,2024,977.69,3751.0
27340,04,2024,474.27,2200.0
27345,04,2024,615.87,3300.0
27347,04,2024,667.98,1594.0
27350,04,2024,830.18,2310.0
27355,04,2024,772.81,2750.0
27365,04,2024,2623.68,8000.0
27380,04,2024,782.82,2200.0
27381,04,2024,1036.03,3410.0
27385,04,2024,759.19,2420.0
27386,04,2024,1079.59,4620.0
27403,04,2024,820.83,3630.0
27405,04,2024,858.33,3300.0
27407,04,2024,1013.76,3960.0
27412,04,2024,2100.81,5115.0
27415,04,2024,1747.83,4950.0
27416,04,2024,1249.36,4840.0
27418,04,2024,1036.49,2549.0
27420,04,2024,955.78,4125.0
27422,04,2024,942.91,4125.0
27424,04,2024,953.77,3592.0
27425,04,2024,575.55,3300.0
27427,04,2024,897.56,2660.0
27428,04,2024,1420.53,6270.0
27429,04,2024,1601.17,4400.0
27430,04,2024,945.15,2200.0
27437,04,2024,841.67,2090.0
27441,04,2024,1049.34,4565.0
27445,04,2024,1598.78,6963.0
27446,04,2024,1463.09,5060.0
27447,04,2024,1636.09,6600.0
27450,04,2024,1281.04,5230.0
27455,04,2024,1220.29,4840.0
27457,04,2024,1200.16,3300.0
27466,04,2024,1509.85,6120.0
27470,04,2024,1504.11,3630.0
27472,04,2024,1611.95,5225.0
27486,04,2024,1788.81,6160.0
27487,04,2024,2237.19,7700.0
27488,04,2024,1528.49,5280.0
27496,04,2024,696.54,1650.0
27498,04,2024,835.69,3437.0
27502,04,2024,967.61,1870.0
27506,04,2024,1702.69,3630.0
27507,04,2024,1232.89,5500.0
27509,04,2024,848.12,3300.0
27510,04,2024,873.94,1320.0
27511,04,2024,1271.31,2508.0
27513,04,2024,1577.41,7040.0
27514,04,2024,1230.86,3740.0
27524,04,2024,957.75,3025.0
27535,04,2024,1143.51,2775.0
27536,04,2024,1512.73,3630.0
27540,04,2024,1034.25,2200.0
27552,04,2024,806.36,3520.0
27556,04,2024,1118.45,4781.0
27562,04,2024,623.98,825.0
27566,04,2024,1139.05,3092.0
27570,04,2024,193.6,2200.0
27590,04,2024,1037.39,3300.0
27600,04,2024,510.93,1760.0
27602,04,2024,625.29,1622.0
27610,04,2024,809.63,2212.0
27619,04,2024,590.67,2762.0
27620,04,2024,553.75,1980.0
27632,04,2024,522.83,1965.0
27635,04,2024,725.89,3300.0
27638,04,2024,930.96,2750.0
27640,04,2024,1046.59,1944.0
27641,04,2024,813.52,2509.0
27650,04,2024,812.29,3300.0
27652,04,2024,822.8,2135.0
27654,04,2024,883.85,3960.0
27658,04,2024,453.87,840.0
27659,04,2024,580.4,1465.0
27664,04,2024,447.32,1265.0
27665,04,2024,525.28,1430.0
27675,04,2024,610.59,1650.0
27680,04,2024,519.43,1210.0
27687,04,2024,560.38,1658.0
27690,04,2024,784.03,1100.0
27691,04,2024,924.53,3300.0
27695,04,2024,602.59,1980.0
27696,04,2024,671.39,2970.0
27698,04,2024,791.58,3300.0
27700,04,2024,906.25,2530.0
27702,04,2024,1211.86,4290.0
27703,04,2024,1400.02,4950.0
27704,04,2024,708.32,2530.0
27707,04,2024,505.57,1322.0
27709,04,2024,1451.4,3088.0
27720,04,2024,1103.17,2530.0
27724,04,2024,1601.63,4840.0
27726,04,2024,1210.2,2522.0
27756,04,2024,729.02,1737.0
27758,04,2024,1139.58,4180.0
27759,04,2024,1268.61,3080.0
27766,04,2024,760.03,2420.0
27768,04,2024,571.2,2200.0
27769,04,2024,919.64,3520.0
27784,04,2024,904.45,4400.0
27792,04,2024,810.97,2420.0
27814,04,2024,964.96,3630.0
27822,04,2024,1092.62,4400.0
27823,04,2024,1236.5,4950.0
27826,04,2024,1062.82,4200.0
27827,04,2024,1406.57,3865.0
27828,04,2024,1671.63,4154.0
27829,04,2024,881.46,2530.0
27840,04,2024,495.46,2750.0
27842,04,2024,624.42,2200.0
27860,04,2024,200.21,660.0
27870,04,2024,1264.95,4235.0
27880,04,2024,1183.4,2750.0
27892,04,2024,683.33,1870.0
28005,04,2024,682.99,2420.0
28041,04,2024,547.59,1304.0
28055,04,2024,468.77,1320.0
28300,04,2024,809.78,2399.0
28415,04,2024,1392.66,4400.0
28436,04,2024,619.55,1540.0
28445,04,2024,1313.64,2750.0
28465,04,2024,788.55,2640.0
28476,04,2024,468.51,1045.0
28485,04,2024,685.34,1650.0
28606,04,2024,490.86,1100.0
28615,04,2024,1023.25,2750.0
28705,04,2024,1517.54,4950.0
28715,04,2024,1170.35,5775.0
28725,04,2024,967.48,2903.0
28730,04,2024,894.25,3520.0
28805,04,2024,863.36,2212.0
28810,04,2024,522.33,2640.0
29805,04,2024,589.88,1279.0
29806,04,2024,1342.81,4400.0
29807,04,2024,1310.44,4400.0
29819,04,2024,742.26,2420.0
29820,04,2024,673.55,3300.0
29821,04,2024,749.21,3740.0
29822,04,2024,684.34,3300.0
29823,04,2024,750.03,3300.0
29824,04,2024,855.0,3520.0
29825,04,2024,739.7,2420.0
29826,04,2024,218.6,3300.0
29827,04,2024,1354.01,3850.0
29828,04,2024,1160.75,2970.0
29837,04,2024,664.08,1921.0
29838,04,2024,752.42,2098.0
29840,04,2024,564.96,2238.0
29843,04,2024,618.11,2981.0
29844,04,2024,628.85,2838.0
29845,04,2024,740.59,4966.0
29846,04,2024,658.21,2860.0
29847,04,2024,693.62,5815.0
29848,04,2024,645.24,2308.0
29850,04,2024,794.22,3410.0
29851,04,2024,1184.21,4850.0
29855,04,2024,988.27,3410.0
29856,04,2024,1263.76,5500.0
29862,04,2024,1031.58,3300.0
29863,04,2024,1030.3,4510.0
29866,04,2024,1337.67,3850.0
29867,04,2024,1627.36,6600.0
29868,04,2024,2128.27,9240.0
29871,04,2024,652.87,2640.0
29873,04,2024,675.38,2750.0
29874,04,2024,683.13,3300.0
29875,04,2024,629.13,2530.0
29876,04,2024,827.47,3850.0
29877,04,2024,786.29,3850.0
29879,04,2024,839.58,3850.0
29880,04,2024,711.43,3850.0
29881,04,2024,684.34,3850.0
29882,04,2024,870.79,3630.0
29883,04,2024,1072.17,3300.0
29884,04,2024,785.19,3300.0
29885,04,2024,962.02,2564.0
29886,04,2024,809.43,3850.0
29887,04,2024,958.54,4180.0
29888,04,2024,1233.13,5060.0
29889,04,2024,1559.14,6820.0
29891,04,2024,838.55,2209.0
29892,04,2024,781.81,2530.0
29894,04,2024,628.5,3300.0
29895,04,2024,571.64,3520.0
29897,04,2024,616.46,2750.0
29898,04,2024,691.52,3300.0
29900,04,2024,637.36,1515.0
29901,04,2024,684.87,2200.0
29902,04,2024,728.25,1800.0
29904,04,2024,813.5,3300.0
29905,04,2024,609.74,3300.0
29906,04,2024,810.0,2365.0
29907,04,2024,1116.34,4400.0
29914,04,2024,1256.37,3740.0
29915,04,2024,1289.94,5610.0
29916,04,2024,1283.48,4400.0
32551,04,2024,196.84,634.0
32601,04,2024,404.81,1200.0
32905,04,2024,1759.67,4345.0
34111,04,2024,787.29,1262.0
34490,04,2024,766.39,928.0
34520,04,2024,1319.84,2988.0
35045,04,2024,1280.47,1966.0
35141,04,2024,1452.64,2490.0
35184,04,2024,1288.65,2172.0
35190,04,2024,997.7,2066.0
35201,04,2024,1225.48,2318.0
35206,04,2024,1032.11,2318.0
35207,04,2024,950.36,5698.0
35236,04,2024,1309.51,2705.0
35266,04,2024,1141.05,1795.0
35860,04,2024,1110.54,1218.0
35875,04,2024,780.17,1454.0
36640,04,2024,137.23,395.0
37618,04,2024,509.31,1304.0
38230,04,2024,261.25,1033.0
61783,04,2024,327.46,1210.0
62268,04,2024,472.34,1217.0
62287,04,2024,718.19,2664.0
62350,04,2024,508.55,925.0
62362,04,2024,501.44,951.0
63001,04,2024,1724.41,3946.0
63003,04,2024,1728.44,5610.0
63005,04,2024,1674.91,5335.0
63011,04,2024,1443.31,6600.0
63012,04,2024,1645.99,5374.0
63015,04,2024,2087.72,5356.0
63016,04,2024,2142.03,6930.0
63017,04,2024,1777.81,5500.0
63020,04,2024,1494.75,6710.0
63030,04,2024,1237.29,10000.0
63035,04,2024,321.72,5500.0
63042,04,2024,1750.59,14000.0
63045,04,2024,1790.34,4604.0
63046,04,2024,1690.59,4961.0
63047,04,2024,1503.75,5092.0
63048,04,2024,291.35,1045.0
63052,04,2024,357.01,1360.0
63053,04,2024,317.32,1200.0
63056,04,2024,2055.38,10994.0
63057,04,2024,450.02,1650.0
63075,04,2024,1853.69,6600.0
63076,04,2024,328.9,1263.0
63077,04,2024,1869.81,6964.0
63078,04,2024,301.57,880.0
63081,04,2024,2437.88,6600.0
63082,04,2024,370.15,1568.0
63085,04,2024,2697.48,4125.0
63086,04,2024,267.12,745.0
63087,04,2024,3344.55,10655.0
63088,04,2024,362.35,1154.0
63090,04,2024,2612.61,8855.0
63091,04,2024,235.21,536.0
63102,04,2024,3148.8,8250.0
63185,04,2024,1756.38,6600.0
63190,04,2024,1585.71,7370.0
63267,04,2024,1902.48,6325.0
63272,04,2024,2626.15,8250.0
63276,04,2024,2538.89,10450.0
63277,04,2024,2182.54,6050.0
63282,04,2024,2841.14,8250.0
63300,04,2024,2515.06,6218.0
63655,04,2024,1150.03,2806.0
63662,04,2024,1170.41,3300.0
63685,04,2024,438.31,1793.0
63688,04,2024,389.33,1409.0
63707,04,2024,1285.71,3062.0
63709,04,2024,1524.48,4950.0
63710,04,2024,1458.29,6600.0
64416,04,2024,91.42,330.0
64628,04,2024,503.19,7464.0
64629,04,2024,241.57,1487.0
64702,04,2024,640.17,1110.0
64704,04,2024,392.37,2200.0
64708,04,2024,626.71,1773.0
64712,04,2024,758.19,3095.0
64713,04,2024,1041.71,2672.0
64714,04,2024,989.19,3300.0
64716,04,2024,634.87,1674.0
64718,04,2024,759.74,1551.0
64719,04,2024,512.44,1694.0
64722,04,2024,474.09,1630.0
64726,04,2024,320.88,1210.0
64727,04,2024,213.33,1273.0
64772,04,2024,706.04,1906.0
64774,04,2024,542.35,2090.0
64776,04,2024,504.62,1168.0
64778,04,2024,231.04,316.0
64782,04,2024,560.26,1040.0
64783,04,2024,275.35,382.0
64784,04,2024,918.55,1285.0
64787,04,2024,294.63,2158.0
64788,04,2024,516.79,1562.0
64790,04,2024,1118.96,1250.0
64795,04,2024,262.51,526.0
64802,04,2024,1191.38,2023.0
64831,04,2024,868.79,2284.0
64832,04,2024,420.94,613.0
64834,04,2024,929.2,1283.0
64835,04,2024,1039.72,1495.0
64836,04,2024,1039.72,1588.0
64837,04,2024,465.21,695.0
64856,04,2024,1283.99,3200.0
64857,04,2024,1337.64,3490.0
64859,04,2024,316.36,560.0
64861,04,2024,2181.33,1866.0
64872,04,2024,147.21,289.0
64874,04,2024,221.35,289.0
64890,04,2024,1376.75,2090.0
64891,04,2024,1464.54,2196.0
64892,04,2024,1339.76,1917.0
64893,04,2024,1428.66,2106.0
64895,04,2024,1689.19,2439.0
64896,04,2024,1822.77,2741.0
64897,04,2024,1614.86,2368.0
64898,04,2024,1748.62,2666.0
64901,04,2024,759.6,977.0
64902,04,2024,878.24,1170.0
64910,04,2024,945.43,2260.0
64912,04,2024,1119.41,4400.0
69990,04,2024,315.11,734.0
70110,04,2024,13.36,121.0
70140,04,2024,10.81,72.0
70160,04,2024,9.33,107.0
70250,04,2024,10.07,185.0
70336,04,2024,80.14,1424.0
70540,04,2024,73.01,1424.0
70542,04,2024,87.48,1590.0
70543,04,2024,116.2,3014.0
70551,04,2024,80.52,1424.0
70552,04,2024,96.44,1590.0
70553,04,2024,124.07,3014.0
71100,04,2024,11.9,82.0
71101,04,2024,14.46,226.0
71110,04,2024,15.56,108.0
71111,04,2024,17.94,123.0
71120,04,2024,10.8,155.0
71130,04,2024,11.9,143.0
71550,04,2024,79.42,1424.0
72020,04,2024,8.97,58.0
72040,04,2024,12.27,204.0
72050,04,2024,14.46,278.0
72052,04,2024,16.84,361.0
72070,04,2024,11.17,197.0
72072,04,2024,12.26,165.0
72074,04,2024,13.36,113.0
72080,04,2024,11.53,212.0
72081,04,2024,14.1,138.0
72082,04,2024,17.57,220.0
72083,04,2024,19.24,236.0
72084,04,2024,22.7,280.0
72100,04,2024,12.27,201.0
72110,04,2024,14.1,280.0
72114,04,2024,16.84,350.0
72120,04,2024,12.27,292.0
72141,04,2024,80.52,1424.0
72142,04,2024,97.73,1590.0
72146,04,2024,80.52,1424.0
72147,04,2024,96.44,1590.0
72148,04,2024,80.89,1424.0
72149,04,2024,97.35,1590.0
72156,04,2024,124.44,3014.0
72157,04,2024,124.44,3014.0
72158,04,2024,124.44,3014.0
72170,04,2024,9.71,191.0
72190,04,2024,13.74,210.0
72195,04,2024,79.79,1424.0
72196,04,2024,93.51,1590.0
72197,04,2024,118.77,3014.0
72202,04,2024,12.26,179.0
72220,04,2024,9.71,172.0
72285,04,2024,62.63,490.0
72295,04,2024,45.03,446.0
73000,04,2024,9.34,183.0
73010,04,2024,10.08,191.0
73020,04,2024,8.61,72.0
73030,04,2024,10.44,178.0
73040,04,2024,30.58,572.0
73050,04,2024,10.44,160.0
73060,04,2024,8.97,143.0
73070,04,2024,9.34,153.0
73080,04,2024,9.71,158.0
73090,04,2024,8.97,139.0
73100,04,2024,9.34,128.0
73110,04,2024,9.71,133.0
73115,04,2024,30.96,628.0
73120,04,2024,9.34,114.0
73130,04,2024,9.71,120.0
73140,04,2024,7.88,182.0
73218,04,2024,73.76,1424.0
73219,04,2024,87.85,1590.0
73220,04,2024,116.57,3014.0
73221,04,2024,73.76,1424.0
73222,04,2024,88.22,1590.0
73223,04,2024,116.95,3014.0
73501,04,2024,10.44,104.0
73502,04,2024,12.27,143.0
73503,04,2024,14.84,182.0
73521,04,2024,12.27,138.0
73522,04,2024,15.94,170.0
73523,04,2024,17.57,198.0
73551,04,2024,9.34,99.0
73552,04,2024,10.07,116.0
73560,04,2024,9.34,138.0
73562,04,2024,10.44,148.0
73564,04,2024,12.64,187.0
73565,04,2024,9.34,174.0
73580,04,2024,36.62,154.0
73590,04,2024,8.97,154.0
73600,04,2024,8.97,131.0
73610,04,2024,9.71,136.0
73620,04,2024,8.6,143.0
73630,04,2024,9.33,148.0
73650,04,2024,8.97,157.0
73660,04,2024,7.5,138.0
73718,04,2024,73.01,1424.0
73719,04,2024,87.48,1590.0
73720,04,2024,116.2,1424.0
73721,04,2024,73.76,1424.0
73722,04,2024,87.85,1590.0
73723,04,2024,116.57,3014.0
74181,04,2024,79.42,1424.0
74182,04,2024,93.51,1590.0
74183,04,2024,118.77,3014.0
76000,04,2024,17.75,165.0
76881,04,2024,49.07,363.0
76882,04,2024,37.69,104.0
76937,04,2024,16.63,171.0
76942,04,2024,34.19,605.0
77002,04,2024,30.58,110.0
77003,04,2024,33.3,138.0
77073,04,2024,15.38,198.0
77077,04,2024,19.05,198.0
77084,04,2024,86.75,1424.0
95861,04,2024,91.13,348.0
95864,04,2024,118.27,846.0
95865,04,2024,92.06,440.0
95870,04,2024,22.37,165.0
95886,04,2024,50.06,471.0
95905,04,2024,3.47,374.0
95911,04,2024,147.07,908.0
95913,04,2024,207.55,1543.0
95925,04,2024,31.7,550.0
95926,04,2024,30.42,550.0
95927,04,2024,30.42,495.0
95929,04,2024,88.02,495.0
95930,04,2024,20.36,204.0
95937,04,2024,38.69,271.0
95938,04,2024,50.97,1573.0
95940,04,2024,37.03,150.0
96370,04,2024,18.29,496.0
96372,04,2024,16.43,70.0
97012,04,2024,15.98,38.0
97016,04,2024,13.43,50.0
97018,04,2024,6.83,38.0
97022,04,2024,19.42,50.0
97024,04,2024,8.69,38.0
97032,04,2024,16.35,50.0
97033,04,2024,21.94,66.0
97034,04,2024,16.02,60.0
97035,04,2024,16.02,50.0
97110,04,2024,32.96,82.0
97112,04,2024,37.77,82.0
97113,04,2024,41.15,50.0
97116,04,2024,32.96,72.0
97124,04,2024,34.18,66.0
97140,04,2024,30.37,72.0
97150,04,2024,20.42,43.0
97161,04,2024,113.05,422.0
97162,04,2024,113.05,422.0
97163,04,2024,113.05,422.0
97164,04,2024,78.72,287.0
97165,04,2024,114.17,409.0
97166,04,2024,114.17,409.0
97167,04,2024,114.17,409.0
97168,04,2024,79.1,270.0
97530,04,2024,41.19,82.0
97535,04,2024,36.7,82.0
97542,04,2024,35.55,66.0
97750,04,2024,38.19,110.0
97760,04,2024,53.45,77.0
97763,04,2024,58.7,138.0
99153,04,2024,14.14,57.0
99155,04,2024,100.89,492.0
99156,04,2024,90.4,404.0
99157,04,2024,70.4,306.0
99195,04,2024,110.4,521.0
99221,04,2024,99.92,277.0
99222,04,2024,154.68,374.0
99223,04,2024,202.46,544.0
99231,04,2024,58.74,110.0
99232,04,2024,92.26,198.0
99233,04,2024,138.75,280.0
99234,04,2024,115.45,362.0
99235,04,2024,186.33,516.0
99236,04,2024,243.73,661.0
99238,04,2024,94.43,192.0
99239,04,2024,132.91,280.0
99281,04,2024,14.06,55.0
99282,04,2024,50.76,82.0
99283,04,2024,86.34,110.0
99284,04,2024,146.93,165.0
99285,04,2024,212.78,220.0
99341,04,2024,56.6,158.0
99342,04,2024,89.69,227.0
99344,04,2024,163.74,485.0
99345,04,2024,234.05,584.0
99347,04,2024,52.22,154.0
99348,04,2024,87.97,232.0
99349,04,2024,147.73,340.0
99350,04,2024,215.49,470.0
G0168,99,2024,126.94,495.0
10060,99,2024,136.08,220.0
10061,99,2024,232.65,388.0
10120,99,2024,162.44,450.0
10121,99,2024,286.1,845.0
10140,99,2024,182.5,403.0
10160,99,2024,139.46,385.0
10180,99,2024,285.53,550.0
11000,99,2024,63.12,192.0
11010,99,2024,482.77,1100.0
11011,99,2024,542.48,1650.0
11012,99,2024,708.64,1760.0
11042,99,2024,138.02,550.0
11043,99,2024,252.51,668.0
11044,99,2024,341.22,2200.0
11045,99,2024,43.65,58.0
11046,99,2024,80.75,314.0
11047,99,2024,134.38,560.0
11055,99,2024,74.49,135.0
11102,99,2024,106.02,220.0
11106,99,2024,164.34,330.0
11300,99,2024,105.89,294.0
11301,99,2024,128.65,363.0
11305,99,2024,111.11,192.0
11306,99,2024,129.62,253.0
11307,99,2024,147.13,330.0
11308,99,2024,155.41,550.0
11400,99,2024,136.56,440.0
11401,99,2024,166.87,440.0
11402,99,2024,184.22,660.0
11403,99,2024,213.61,660.0
11404,99,2024,242.74,800.0
11406,99,2024,349.53,847.0
11420,99,2024,134.75,600.0
11421,99,2024,171.24,391.0
11422,99,2024,192.63,930.0
11423,99,2024,221.61,466.0
11424,99,2024,257.95,540.0
11426,99,2024,359.08,1540.0
11621,99,2024,245.74,1210.0
11622,99,2024,271.64,1320.0
11623,99,2024,319.04,1540.0
11624,99,2024,364.84,1670.0
11720,99,2024,35.12,82.0
11721,99,2024,47.75,126.0
11730,99,2024,122.29,300.0
11732,99,2024,35.25,46.0
11740,99,2024,60.86,66.0
11750,99,2024,171.39,935.0
11755,99,2024,130.1,275.0
11760,99,2024,197.26,1100.0
11762,99,2024,308.78,469.0
11765,99,2024,175.5,770.0
11900,99,2024,61.42,132.0
11981,99,2024,110.09,440.0
